ORIGINAL_TRIP_ID;START_STOP_ID;END_STOP_ID;depot;START_TIMESTAMP;END_TIMESTAMP;START_STOP_NAME;END_STOP_NAME;START_STOP_COORDINATES;END_STOP_COORDINATES
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;78720.0;82580.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;79320.0;83180.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;79920.0;83780.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;80520.0;84380.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;81120.0;84980.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;81720.0;85580.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;82320.0;86180.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;82920.0;86780.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;83520.0;87380.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;84120.0;87980.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9633;agg_9633_0_9633_1;agg_9633_48_11946_43_11949_0_9646_0;cicerostrasse;84720.0;88580.0;Berlin, Turmstr./Lübecker Str.;Sachtlebenstr. (Berlin);;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;1740.0;5720.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;2340.0;6320.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;2940.0;6920.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;3540.0;7520.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;4140.0;8120.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;4740.0;8720.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;5340.0;9320.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;5940.0;9920.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;6540.0;10520.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;7140.0;11120.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;7740.0;11720.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;8340.0;12320.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;8940.0;12920.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;9540.0;13520.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;10140.0;14120.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;10740.0;14720.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;11340.0;15320.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;11940.0;15920.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;12540.0;16520.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;13140.0;17120.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;13740.0;17720.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;14340.0;18320.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;cicerostrasse;14940.0;18920.0;Sachtlebenstr. (Berlin);Berlin, Turmstr./Lübecker Str.;;
