FromEdgeID;ToEdgeID;RunTime
456213456;30709383;1431
456213456;151043332#5;951
456213456;332306828#3;632
456213456;4442099#1;692
456213456;450189363;773
231262268#0;E19.203;723
231262268#0;671403224#1;971
231262268#0;-140336718#0;1871
231262268#0;30276434#1;953
231262268#0;914393586;862
231262268#0;4517104;1117
231262268#0;-25418282;1105
231262268#0;718428117#1;1368
231262268#0;207716520;1404
231262268#0;23044566;1728
231262268#0;4368690;1170
231262268#0;451458155;618
231262268#0;375861848;838
231262268#0;-420483060#0;550
231262268#0;24041366;640
231262268#0;455953261#1;377
231262268#0;111251392;1028
231262268#0;-333626093;904
231262268#0;4389557#1;1014
231262268#0;42813669;1026
231262268#0;24735700;784
231262268#0;456213456;786
231262268#0;231262268#0;3
231262268#0;27606891#2;663
231262268#0;-10947989;1354
231262268#0;98410013#0;1358
231262268#0;172282359;1238
231262268#0;148288810#2;1725
231262268#0;76402289;957
231262268#0;461910870#2;1640
231262268#0;30157285;1362
231262268#0;24160797;1606
231262268#0;4616321#2;1021
231262268#0;-259536422;2084
231262268#0;-39496182#0;82
231262268#0;MA047;452
231262268#0;-669433184;590
231262268#0;4802807#2;528
231262268#0;39473294;903
231262268#0;41976565;500
231262268#0;-671403217;1003
231262268#0;-165465028#0;986
231262268#0;4486596#2;1169
231262268#0;24673480;1221
231262268#0;30699893;1221
231262268#0;-469999015;1695
231262268#0;469999020;1364
231262268#0;120395207#1;1669
231262268#0;30157290;1373
231262268#0;469999032;1391
231262268#0;30157292#1;1350
231262268#0;-469999029;1449
231262268#0;25369033#2;1099
231262268#0;15926759;1048
231262268#0;4594894#4;564
231262268#0;57936173#3;613
231262268#0;223737429;785
231262268#0;-461331989#0;772
231262268#0;28819804;767
231262268#0;-MA068;1825
231262268#0;23109073#1;1322
231262268#0;52158843#1;1285
231262268#0;-857983579;963
231262268#0;243102981;984
231262268#0;806903754;901
231262268#0;385888165#4;1381
231262268#0;-31002335#0;1813
231262268#0;138515677#4;1755
231262268#0;256245721;1578
231262268#0;710761406;1177
231262268#0;30143978#1;1298
231262268#0;-858123638#0;1994
231262268#0;4463221#1;1317
231262268#0;451621867#1;1805
231262268#0;-451621866;1852
231262268#0;4392634#2;1590
231262268#0;MA080;1828
231262268#0;-450086133;1310
231262268#0;32197350#0;1252
231262268#0;139806486#2;1392
231262268#0;-79701272#0;2007
231262268#0;30709383;2064
231262268#0;151043332#5;1507
231262268#0;332306828#3;1060
231262268#0;4442099#1;1224
231262268#0;450189363;1527
27606891#2;E19.203;108
27606891#2;671403224#1;356
27606891#2;-140336718#0;1327
27606891#2;30276434#1;338
27606891#2;914393586;319
27606891#2;4517104;526
27606891#2;-25418282;514
27606891#2;718428117#1;825
27606891#2;207716520;860
27606891#2;23044566;1185
27606891#2;4368690;626
27606891#2;451458155;425
27606891#2;375861848;244
27606891#2;-420483060#0;373
27606891#2;24041366;65
27606891#2;455953261#1;396
27606891#2;111251392;438
27606891#2;-333626093;360
27606891#2;4389557#1;416
27606891#2;42813669;844
27606891#2;24735700;746
27606891#2;456213456;257
27606891#2;231262268#0;662
27606891#2;27606891#2;7
27606891#2;-10947989;1096
27606891#2;98410013#0;1100
27606891#2;172282359;695
27606891#2;148288810#2;1182
27606891#2;76402289;342
27606891#2;461910870#2;1096
27606891#2;30157285;818
27606891#2;24160797;1062
27606891#2;4616321#2;477
27606891#2;-259536422;1540
27606891#2;-39496182#0;699
27606891#2;MA047;319
27606891#2;-669433184;472
27606891#2;4802807#2;351
27606891#2;39473294;770
27606891#2;41976565;519
27606891#2;-671403217;412
27606891#2;-165465028#0;395
27606891#2;4486596#2;625
27606891#2;24673480;677
27606891#2;30699893;678
27606891#2;-469999015;1151
27606891#2;469999020;820
27606891#2;120395207#1;1125
27606891#2;30157290;829
27606891#2;469999032;847
27606891#2;30157292#1;806
27606891#2;-469999029;906
27606891#2;25369033#2;556
27606891#2;15926759;505
27606891#2;4594894#4;156
27606891#2;57936173#3;163
27606891#2;223737429;748
27606891#2;-461331989#0;639
27606891#2;28819804;296
27606891#2;-MA068;1235
27606891#2;23109073#1;778
27606891#2;52158843#1;695
27606891#2;-857983579;419
27606891#2;243102981;513
27606891#2;806903754;357
27606891#2;385888165#4;791
27606891#2;-31002335#0;1250
27606891#2;138515677#4;1193
27606891#2;256245721;1035
27606891#2;710761406;587
27606891#2;30143978#1;755
27606891#2;-858123638#0;1450
27606891#2;4463221#1;774
27606891#2;451621867#1;1261
27606891#2;-451621866;1308
27606891#2;4392634#2;1046
27606891#2;MA080;1237
27606891#2;-450086133;833
27606891#2;32197350#0;775
27606891#2;139806486#2;848
27606891#2;-79701272#0;1463
27606891#2;30709383;1521
27606891#2;151043332#5;964
27606891#2;332306828#3;516
27606891#2;4442099#1;681
27606891#2;450189363;937
-10947989;E19.203;1379
-10947989;671403224#1;1406
-10947989;-140336718#0;2559
-10947989;30276434#1;1408
-10947989;914393586;1626
-10947989;4517104;1596
-10947989;-25418282;1585
-10947989;718428117#1;2057
-10947989;207716520;2092
-10947989;23044566;2417
-10947989;4368690;1750
-10947989;451458155;1074
-10947989;375861848;1258
-10947989;-420483060#0;1162
-10947989;24041366;1359
-10947989;455953261#1;1366
-10947989;111251392;1350
-10947989;-333626093;1667
-10947989;4389557#1;1367
-10947989;42813669;934
-10947989;24735700;1924
-10947989;456213456;1184
-10947989;231262268#0;1633
-10947989;27606891#2;1355
-10947989;-10947989;1
-10947989;98410013#0;257
-10947989;172282359;1927
-10947989;148288810#2;2305
-10947989;76402289;1412
-10947989;461910870#2;2011
-10947989;30157285;1954
-10947989;24160797;2220
-10947989;4616321#2;1709
-10947989;-259536422;2772
-10947989;-39496182#0;1670
-10947989;MA047;1497
-10947989;-669433184;1242
-10947989;4802807#2;1152
-10947989;39473294;1947
-10947989;41976565;1235
-10947989;-671403217;1325
-10947989;-165465028#0;1258
-10947989;4486596#2;1857
-10947989;24673480;1909
-10947989;30699893;1858
-10947989;-469999015;2006
-10947989;469999020;1956
-10947989;120395207#1;2021
-10947989;30157290;1940
-10947989;469999032;2079
-10947989;30157292#1;1942
-10947989;-469999029;2137
-10947989;25369033#2;1706
-10947989;15926759;1737
-10947989;4594894#4;1283
-10947989;57936173#3;1263
-10947989;223737429;1925
-10947989;-461331989#0;1816
-10947989;28819804;1093
-10947989;-MA068;1909
-10947989;23109073#1;2003
-10947989;52158843#1;1523
-10947989;-857983579;1619
-10947989;243102981;977
-10947989;806903754;1582
-10947989;385888165#4;1550
-10947989;-31002335#0;1972
-10947989;138515677#4;1915
-10947989;256245721;2267
-10947989;710761406;1453
-10947989;30143978#1;1882
-10947989;-858123638#0;2346
-10947989;4463221#1;1875
-10947989;451621867#1;2201
-10947989;-451621866;2216
-10947989;4392634#2;2278
-10947989;MA080;1911
-10947989;-450086133;2058
-10947989;32197350#0;2000
-10947989;139806486#2;2080
-10947989;-79701272#0;2357
-10947989;30709383;2414
-10947989;151043332#5;1984
-10947989;332306828#3;1748
-10947989;4442099#1;1768
-10947989;450189363;1575
98410013#0;E19.203;1158
98410013#0;671403224#1;1225
98410013#0;-140336718#0;2371
98410013#0;30276434#1;1227
98410013#0;914393586;1404
98410013#0;4517104;1415
98410013#0;-25418282;1404
98410013#0;718428117#1;1868
98410013#0;207716520;1904
98410013#0;23044566;2228
98410013#0;4368690;1552
98410013#0;451458155;923
98410013#0;375861848;1077
98410013#0;-420483060#0;1010
98410013#0;24041366;1138
98410013#0;455953261#1;1215
98410013#0;111251392;1152
98410013#0;-333626093;1446
98410013#0;4389557#1;1168
98410013#0;42813669;782
98410013#0;24735700;1772
98410013#0;456213456;1003
98410013#0;231262268#0;1481
98410013#0;27606891#2;1134
98410013#0;-10947989;101
98410013#0;98410013#0;5
98410013#0;172282359;1738
98410013#0;148288810#2;2079
98410013#0;76402289;1231
98410013#0;461910870#2;1786
98410013#0;30157285;1734
98410013#0;24160797;2000
98410013#0;4616321#2;1521
98410013#0;-259536422;2584
98410013#0;-39496182#0;1518
98410013#0;MA047;1345
98410013#0;-669433184;1090
98410013#0;4802807#2;1000
98410013#0;39473294;1795
98410013#0;41976565;1084
98410013#0;-671403217;1127
98410013#0;-165465028#0;1060
98410013#0;4486596#2;1669
98410013#0;24673480;1721
98410013#0;30699893;1677
98410013#0;-469999015;1780
98410013#0;469999020;1736
98410013#0;120395207#1;1796
98410013#0;30157290;1720
98410013#0;469999032;1891
98410013#0;30157292#1;1722
98410013#0;-469999029;1949
98410013#0;25369033#2;1525
98410013#0;15926759;1548
98410013#0;4594894#4;1076
98410013#0;57936173#3;1042
98410013#0;223737429;1773
98410013#0;-461331989#0;1665
98410013#0;28819804;872
98410013#0;-MA068;1665
98410013#0;23109073#1;1822
98410013#0;52158843#1;1297
98410013#0;-857983579;1439
98410013#0;243102981;796
98410013#0;806903754;1393
98410013#0;385888165#4;1324
98410013#0;-31002335#0;1747
98410013#0;138515677#4;1690
98410013#0;256245721;2078
98410013#0;710761406;1228
98410013#0;30143978#1;1666
98410013#0;-858123638#0;2121
98410013#0;4463221#1;1655
98410013#0;451621867#1;1976
98410013#0;-451621866;1990
98410013#0;4392634#2;2090
98410013#0;MA080;1667
98410013#0;-450086133;1870
98410013#0;32197350#0;1812
98410013#0;139806486#2;1892
98410013#0;-79701272#0;2131
98410013#0;30709383;2189
98410013#0;151043332#5;1758
98410013#0;332306828#3;1560
98410013#0;4442099#1;1548
98410013#0;450189363;1323
172282359;E19.203;801
172282359;671403224#1;672
172282359;-140336718#0;880
172282359;30276434#1;600
172282359;914393586;647
172282359;4517104;468
172282359;-25418282;469
172282359;718428117#1;387
172282359;207716520;423
172282359;23044566;710
172282359;4368690;357
172282359;451458155;1100
172282359;375861848;784
172282359;-420483060#0;1031
172282359;24041366;738
172282359;455953261#1;1031
172282359;111251392;737
172282359;-333626093;688
172282359;4389557#1;693
172282359;42813669;1482
172282359;24735700;1302
172282359;456213456;797
172282359;231262268#0;1260
172282359;27606891#2;707
172282359;-10947989;1671
172282359;98410013#0;1676
172282359;172282359;3
172282359;148288810#2;781
172282359;76402289;617
172282359;461910870#2;741
172282359;30157285;463
172282359;24160797;661
172282359;4616321#2;319
172282359;-259536422;1160
172282359;-39496182#0;1284
172282359;MA047;875
172282359;-669433184;1107
172282359;4802807#2;1009
172282359;39473294;1325
172282359;41976565;1154
172282359;-671403217;759
172282359;-165465028#0;788
172282359;4486596#2;196
172282359;24673480;263
172282359;30699893;347
172282359;-469999015;893
172282359;469999020;465
172282359;120395207#1;861
172282359;30157290;474
172282359;469999032;364
172282359;30157292#1;451
172282359;-469999029;468
172282359;25369033#2;363
172282359;15926759;493
172282359;4594894#4;856
172282359;57936173#3;858
172282359;223737429;1303
172282359;-461331989#0;1195
172282359;28819804;948
172282359;-MA068;1118
172282359;23109073#1;366
172282359;52158843#1;748
172282359;-857983579;594
172282359;243102981;1076
172282359;806903754;531
172282359;385888165#4;863
172282359;-31002335#0;1011
172282359;138515677#4;953
172282359;256245721;555
172282359;710761406;678
172282359;30143978#1;435
172282359;-858123638#0;1191
172282359;4463221#1;455
172282359;451621867#1;889
172282359;-451621866;936
172282359;4392634#2;546
172282359;MA080;1120
172282359;-450086133;843
172282359;32197350#0;771
172282359;139806486#2;411
172282359;-79701272#0;1204
172282359;30709383;1262
172282359;151043332#5;617
172282359;332306828#3;432
172282359;4442099#1;417
172282359;450189363;1173
148288810#2;E19.203;1325
148288810#2;671403224#1;1062
148288810#2;-140336718#0;734
148288810#2;30276434#1;1027
148288810#2;914393586;1171
148288810#2;4517104;864
148288810#2;-25418282;870
148288810#2;718428117#1;549
148288810#2;207716520;624
148288810#2;23044566;721
148288810#2;4368690;717
148288810#2;451458155;1624
148288810#2;375861848;1251
148288810#2;-420483060#0;1556
148288810#2;24041366;1263
148288810#2;455953261#1;1556
148288810#2;111251392;1090
148288810#2;-333626093;1213
148288810#2;4389557#1;1047
148288810#2;42813669;1964
148288810#2;24735700;1827
148288810#2;456213456;1304
148288810#2;231262268#0;1785
148288810#2;27606891#2;1232
148288810#2;-10947989;2044
148288810#2;98410013#0;2048
148288810#2;172282359;817
148288810#2;148288810#2;20
148288810#2;76402289;1031
148288810#2;461910870#2;445
148288810#2;30157285;491
148288810#2;24160797;315
148288810#2;4616321#2;844
148288810#2;-259536422;1474
148288810#2;-39496182#0;1809
148288810#2;MA047;1399
148288810#2;-669433184;1632
148288810#2;4802807#2;1534
148288810#2;39473294;1850
148288810#2;41976565;1679
148288810#2;-671403217;1113
148288810#2;-165465028#0;1141
148288810#2;4486596#2;642
148288810#2;24673480;621
148288810#2;30699893;572
148288810#2;-469999015;744
148288810#2;469999020;493
148288810#2;120395207#1;532
148288810#2;30157290;465
148288810#2;469999032;610
148288810#2;30157292#1;479
148288810#2;-469999029;630
148288810#2;25369033#2;812
148288810#2;15926759;1017
148288810#2;4594894#4;1381
148288810#2;57936173#3;1382
148288810#2;223737429;1828
148288810#2;-461331989#0;1719
148288810#2;28819804;1455
148288810#2;-MA068;1166
148288810#2;23109073#1;504
148288810#2;52158843#1;880
148288810#2;-857983579;1060
148288810#2;243102981;1501
148288810#2;806903754;1052
148288810#2;385888165#4;1020
148288810#2;-31002335#0;966
148288810#2;138515677#4;848
148288810#2;256245721;604
148288810#2;710761406;1013
148288810#2;30143978#1;573
148288810#2;-858123638#0;781
148288810#2;4463221#1;534
148288810#2;451621867#1;387
148288810#2;-451621866;434
148288810#2;4392634#2;702
148288810#2;MA080;1168
148288810#2;-450086133;1368
148288810#2;32197350#0;1296
148288810#2;139806486#2;604
148288810#2;-79701272#0;794
148288810#2;30709383;852
148288810#2;151043332#5;492
148288810#2;332306828#3;957
148288810#2;4442099#1;678
148288810#2;450189363;1293
76402289;E19.203;366
76402289;671403224#1;124
76402289;-140336718#0;1162
76402289;30276434#1;52
76402289;914393586;434
76402289;4517104;194
76402289;-25418282;183
76402289;718428117#1;676
76402289;207716520;712
76402289;23044566;1020
76402289;4368690;347
76402289;451458155;715
76402289;375861848;276
76402289;-420483060#0;720
76402289;24041366;372
76402289;455953261#1;743
76402289;111251392;202
76402289;-333626093;475
76402289;4389557#1;158
76402289;42813669;1000
76402289;24735700;1089
76402289;456213456;339
76402289;231262268#0;1009
76402289;27606891#2;368
76402289;-10947989;1157
76402289;98410013#0;1161
76402289;172282359;568
76402289;148288810#2;958
76402289;76402289;8
76402289;461910870#2;810
76402289;30157285;580
76402289;24160797;838
76402289;4616321#2;314
76402289;-259536422;1429
76402289;-39496182#0;1046
76402289;MA047;662
76402289;-669433184;819
76402289;4802807#2;698
76402289;39473294;1112
76402289;41976565;866
76402289;-671403217;225
76402289;-165465028#0;253
76402289;4486596#2;476
76402289;24673480;524
76402289;30699893;454
76402289;-469999015;858
76402289;469999020;582
76402289;120395207#1;832
76402289;30157290;588
76402289;469999032;698
76402289;30157292#1;568
76402289;-469999029;757
76402289;25369033#2;302
76402289;15926759;409
76402289;4594894#4;485
76402289;57936173#3;425
76402289;223737429;1090
76402289;-461331989#0;982
76402289;28819804;490
76402289;-MA068;1043
76402289;23109073#1;599
76402289;52158843#1;463
76402289;-857983579;257
76402289;243102981;562
76402289;806903754;258
76402289;385888165#4;559
76402289;-31002335#0;976
76402289;138515677#4;918
76402289;256245721;870
76402289;710761406;332
76402289;30143978#1;493
76402289;-858123638#0;1157
76402289;4463221#1;509
76402289;451621867#1;975
76402289;-451621866;1022
76402289;4392634#2;931
76402289;MA080;1045
76402289;-450086133;795
76402289;32197350#0;736
76402289;139806486#2;699
76402289;-79701272#0;1170
76402289;30709383;1228
76402289;151043332#5;674
76402289;332306828#3;436
76402289;4442099#1;380
76402289;450189363;745
461910870#2;E19.203;1090
461910870#2;671403224#1;811
461910870#2;-140336718#0;865
461910870#2;30276434#1;800
461910870#2;914393586;1029
461910870#2;4517104;679
461910870#2;-25418282;686
461910870#2;718428117#1;593
461910870#2;207716520;668
461910870#2;23044566;765
461910870#2;4368690;576
461910870#2;451458155;1348
461910870#2;375861848;919
461910870#2;-420483060#0;1411
461910870#2;24041366;1118
461910870#2;455953261#1;1413
461910870#2;111251392;780
461910870#2;-333626093;1070
461910870#2;4389557#1;749
461910870#2;42813669;1597
461910870#2;24735700;1684
461910870#2;456213456;972
461910870#2;231262268#0;1642
461910870#2;27606891#2;1089
461910870#2;-10947989;1669
461910870#2;98410013#0;1673
461910870#2;172282359;803
461910870#2;148288810#2;467
461910870#2;76402289;795
461910870#2;461910870#2;8
461910870#2;30157285;373
461910870#2;24160797;425
461910870#2;4616321#2;701
461910870#2;-259536422;1518
461910870#2;-39496182#0;1666
461910870#2;MA047;1257
461910870#2;-669433184;1489
461910870#2;4802807#2;1390
461910870#2;39473294;1707
461910870#2;41976565;1536
461910870#2;-671403217;772
461910870#2;-165465028#0;775
461910870#2;4486596#2;627
461910870#2;24673480;606
461910870#2;30699893;508
461910870#2;-469999015;313
461910870#2;469999020;375
461910870#2;120395207#1;207
461910870#2;30157290;359
461910870#2;469999032;654
461910870#2;30157292#1;361
461910870#2;-469999029;674
461910870#2;25369033#2;679
461910870#2;15926759;874
461910870#2;4594894#4;1176
461910870#2;57936173#3;1116
461910870#2;223737429;1685
461910870#2;-461331989#0;1577
461910870#2;28819804;1123
461910870#2;-MA068;759
461910870#2;23109073#1;530
461910870#2;52158843#1;505
461910870#2;-857983579;927
461910870#2;243102981;1127
461910870#2;806903754;913
461910870#2;385888165#4;645
461910870#2;-31002335#0;529
461910870#2;138515677#4;412
461910870#2;256245721;648
461910870#2;710761406;639
461910870#2;30143978#1;459
461910870#2;-858123638#0;551
461910870#2;4463221#1;416
461910870#2;451621867#1;371
461910870#2;-451621866;401
461910870#2;4392634#2;746
461910870#2;MA080;761
461910870#2;-450086133;1225
461910870#2;32197350#0;1153
461910870#2;139806486#2;648
461910870#2;-79701272#0;564
461910870#2;30709383;621
461910870#2;151043332#5;290
461910870#2;332306828#3;814
461910870#2;4442099#1;494
461910870#2;450189363;904
30157285;E19.203;919
30157285;671403224#1;632
30157285;-140336718#0;693
30157285;30276434#1;605
30157285;914393586;782
30157285;4517104;434
30157285;-25418282;441
30157285;718428117#1;310
30157285;207716520;357
30157285;23044566;551
30157285;4368690;307
30157285;451458155;1235
30157285;375861848;822
30157285;-420483060#0;1166
30157285;24041366;873
30157285;455953261#1;1167
30157285;111251392;661
30157285;-333626093;823
30157285;4389557#1;617
30157285;42813669;1534
30157285;24735700;1437
30157285;456213456;875
30157285;231262268#0;1395
30157285;27606891#2;842
30157285;-10947989;1666
30157285;98410013#0;1670
30157285;172282359;480
30157285;148288810#2;436
30157285;76402289;602
30157285;461910870#2;308
30157285;30157285;9
30157285;24160797;316
30157285;4616321#2;454
30157285;-259536422;1272
30157285;-39496182#0;1419
30157285;MA047;1010
30157285;-669433184;1242
30157285;4802807#2;1145
30157285;39473294;1460
30157285;41976565;1289
30157285;-671403217;684
30157285;-165465028#0;712
30157285;4486596#2;304
30157285;24673480;283
30157285;30699893;186
30157285;-469999015;491
30157285;469999020;37
30157285;120395207#1;427
30157285;30157290;36
30157285;469999032;344
30157285;30157292#1;50
30157285;-469999029;391
30157285;25369033#2;425
30157285;15926759;628
30157285;4594894#4;991
30157285;57936173#3;978
30157285;223737429;1438
30157285;-461331989#0;1330
30157285;28819804;1026
30157285;-MA068;824
30157285;23109073#1;207
30157285;52158843#1;502
30157285;-857983579;673
30157285;243102981;1075
30157285;806903754;664
30157285;385888165#4;642
30157285;-31002335#0;717
30157285;138515677#4;635
30157285;256245721;401
30157285;710761406;602
30157285;30143978#1;144
30157285;-858123638#0;774
30157285;4463221#1;104
30157285;451621867#1;472
30157285;-451621866;519
30157285;4392634#2;500
30157285;MA080;826
30157285;-450086133;978
30157285;32197350#0;906
30157285;139806486#2;338
30157285;-79701272#0;787
30157285;30709383;844
30157285;151043332#5;200
30157285;332306828#3;567
30157285;4442099#1;248
30157285;450189363;949
24160797;E19.203;1161
24160797;671403224#1;897
24160797;-140336718#0;499
24160797;30276434#1;863
24160797;914393586;1007
24160797;4517104;699
24160797;-25418282;706
24160797;718428117#1;385
24160797;207716520;459
24160797;23044566;518
24160797;4368690;552
24160797;451458155;1460
24160797;375861848;1087
24160797;-420483060#0;1392
24160797;24041366;1099
24160797;455953261#1;1392
24160797;111251392;926
24160797;-333626093;1049
24160797;4389557#1;882
24160797;42813669;1800
24160797;24735700;1662
24160797;456213456;1140
24160797;231262268#0;1621
24160797;27606891#2;1067
24160797;-10947989;1924
24160797;98410013#0;1928
24160797;172282359;653
24160797;148288810#2;249
24160797;76402289;867
24160797;461910870#2;358
24160797;30157285;326
24160797;24160797;18
24160797;4616321#2;680
24160797;-259536422;1272
24160797;-39496182#0;1645
24160797;MA047;1235
24160797;-669433184;1468
24160797;4802807#2;1370
24160797;39473294;1686
24160797;41976565;1515
24160797;-671403217;949
24160797;-165465028#0;977
24160797;4486596#2;478
24160797;24673480;457
24160797;30699893;408
24160797;-469999015;657
24160797;469999020;329
24160797;120395207#1;478
24160797;30157290;301
24160797;469999032;446
24160797;30157292#1;315
24160797;-469999029;466
24160797;25369033#2;648
24160797;15926759;853
24160797;4594894#4;1217
24160797;57936173#3;1218
24160797;223737429;1663
24160797;-461331989#0;1555
24160797;28819804;1291
24160797;-MA068;1079
24160797;23109073#1;339
24160797;52158843#1;760
24160797;-857983579;896
24160797;243102981;1340
24160797;806903754;887
24160797;385888165#4;900
24160797;-31002335#0;879
24160797;138515677#4;761
24160797;256245721;401
24160797;710761406;868
24160797;30143978#1;409
24160797;-858123638#0;773
24160797;4463221#1;370
24160797;451621867#1;409
24160797;-451621866;456
24160797;4392634#2;500
24160797;MA080;1081
24160797;-450086133;1203
24160797;32197350#0;1132
24160797;139806486#2;440
24160797;-79701272#0;786
24160797;30709383;843
24160797;151043332#5;369
24160797;332306828#3;792
24160797;4442099#1;514
24160797;450189363;1206
4616321#2;E19.203;551
4616321#2;671403224#1;424
4616321#2;-140336718#0;948
4616321#2;30276434#1;352
4616321#2;914393586;397
4616321#2;4517104;275
4616321#2;-25418282;263
4616321#2;718428117#1;446
4616321#2;207716520;481
4616321#2;23044566;806
4616321#2;4368690;247
4616321#2;451458155;850
4616321#2;375861848;534
4616321#2;-420483060#0;782
4616321#2;24041366;489
4616321#2;455953261#1;782
4616321#2;111251392;493
4616321#2;-333626093;439
4616321#2;4389557#1;449
4616321#2;42813669;1233
4616321#2;24735700;1052
4616321#2;456213456;548
4616321#2;231262268#0;1011
4616321#2;27606891#2;457
4616321#2;-10947989;1422
4616321#2;98410013#0;1426
4616321#2;172282359;316
4616321#2;148288810#2;803
4616321#2;76402289;369
4616321#2;461910870#2;718
4616321#2;30157285;439
4616321#2;24160797;683
4616321#2;4616321#2;8
4616321#2;-259536422;1141
4616321#2;-39496182#0;1035
4616321#2;MA047;625
4616321#2;-669433184;858
4616321#2;4802807#2;760
4616321#2;39473294;1076
4616321#2;41976565;905
4616321#2;-671403217;516
4616321#2;-165465028#0;544
4616321#2;4486596#2;246
4616321#2;24673480;298
4616321#2;30699893;299
4616321#2;-469999015;773
4616321#2;469999020;441
4616321#2;120395207#1;747
4616321#2;30157290;451
4616321#2;469999032;465
4616321#2;30157292#1;427
4616321#2;-469999029;527
4616321#2;25369033#2;151
4616321#2;15926759;232
4616321#2;4594894#4;607
4616321#2;57936173#3;608
4616321#2;223737429;1054
4616321#2;-461331989#0;945
4616321#2;28819804;699
4616321#2;-MA068;998
4616321#2;23109073#1;399
4616321#2;52158843#1;617
4616321#2;-857983579;342
4616321#2;243102981;826
4616321#2;806903754;282
4616321#2;385888165#4;714
4616321#2;-31002335#0;891
4616321#2;138515677#4;832
4616321#2;256245721;656
4616321#2;710761406;526
4616321#2;30143978#1;376
4616321#2;-858123638#0;1071
4616321#2;4463221#1;395
4616321#2;451621867#1;882
4616321#2;-451621866;929
4616321#2;4392634#2;647
4616321#2;MA080;1000
4616321#2;-450086133;586
4616321#2;32197350#0;515
4616321#2;139806486#2;469
4616321#2;-79701272#0;1084
4616321#2;30709383;1142
4616321#2;151043332#5;585
4616321#2;332306828#3;175
4616321#2;4442099#1;302
4616321#2;450189363;995
-259536422;E19.203;1666
-259536422;671403224#1;1574
-259536422;-140336718#0;1250
-259536422;30276434#1;1502
-259536422;914393586;1512
-259536422;4517104;1424
-259536422;-25418282;1413
-259536422;718428117#1;1102
-259536422;207716520;1098
-259536422;23044566;983
-259536422;4368690;1287
-259536422;451458155;1965
-259536422;375861848;1649
-259536422;-420483060#0;1897
-259536422;24041366;1604
-259536422;455953261#1;1897
-259536422;111251392;1643
-259536422;-333626093;1553
-259536422;4389557#1;1599
-259536422;42813669;2348
-259536422;24735700;2167
-259536422;456213456;1662
-259536422;231262268#0;2125
-259536422;27606891#2;1572
-259536422;-10947989;2537
-259536422;98410013#0;2541
-259536422;172282359;1187
-259536422;148288810#2;1448
-259536422;76402289;1519
-259536422;461910870#2;1470
-259536422;30157285;1296
-259536422;24160797;1247
-259536422;4616321#2;1180
-259536422;-259536422;1
-259536422;-39496182#0;2149
-259536422;MA047;1740
-259536422;-669433184;1973
-259536422;4802807#2;1875
-259536422;39473294;2190
-259536422;41976565;2020
-259536422;-671403217;1666
-259536422;-165465028#0;1694
-259536422;4486596#2;1266
-259536422;24673480;1309
-259536422;30699893;1330
-259536422;-469999015;1741
-259536422;469999020;1298
-259536422;120395207#1;1590
-259536422;30157290;1271
-259536422;469999032;1125
-259536422;30157292#1;1284
-259536422;-469999029;1116
-259536422;25369033#2;1295
-259536422;15926759;1358
-259536422;4594894#4;1721
-259536422;57936173#3;1723
-259536422;223737429;2168
-259536422;-461331989#0;2060
-259536422;28819804;1813
-259536422;-MA068;2038
-259536422;23109073#1;1228
-259536422;52158843#1;1691
-259536422;-857983579;1459
-259536422;243102981;1941
-259536422;806903754;1396
-259536422;385888165#4;1818
-259536422;-31002335#0;1931
-259536422;138515677#4;1872
-259536422;256245721;980
-259536422;710761406;1634
-259536422;30143978#1;1379
-259536422;-858123638#0;1921
-259536422;4463221#1;1340
-259536422;451621867#1;1557
-259536422;-451621866;1604
-259536422;4392634#2;929
-259536422;MA080;2040
-259536422;-450086133;1704
-259536422;32197350#0;1632
-259536422;139806486#2;1161
-259536422;-79701272#0;1934
-259536422;30709383;1991
-259536422;151043332#5;1450
-259536422;332306828#3;1293
-259536422;4442099#1;1342
-259536422;450189363;2129
-39496182#0;E19.203;810
-39496182#0;671403224#1;1058
-39496182#0;-140336718#0;1915
-39496182#0;30276434#1;1039
-39496182#0;914393586;907
-39496182#0;4517104;1161
-39496182#0;-25418282;1150
-39496182#0;718428117#1;1413
-39496182#0;207716520;1448
-39496182#0;23044566;1773
-39496182#0;4368690;1214
-39496182#0;451458155;705
-39496182#0;375861848;924
-39496182#0;-420483060#0;636
-39496182#0;24041366;727
-39496182#0;455953261#1;464
-39496182#0;111251392;1115
-39496182#0;-333626093;948
-39496182#0;4389557#1;1100
-39496182#0;42813669;1112
-39496182#0;24735700;734
-39496182#0;456213456;872
-39496182#0;231262268#0;125
-39496182#0;27606891#2;746
-39496182#0;-10947989;1440
-39496182#0;98410013#0;1444
-39496182#0;172282359;1283
-39496182#0;148288810#2;1770
-39496182#0;76402289;1043
-39496182#0;461910870#2;1684
-39496182#0;30157285;1406
-39496182#0;24160797;1650
-39496182#0;4616321#2;1065
-39496182#0;-259536422;2128
-39496182#0;-39496182#0;11
-39496182#0;MA047;496
-39496182#0;-669433184;677
-39496182#0;4802807#2;614
-39496182#0;39473294;947
-39496182#0;41976565;586
-39496182#0;-671403217;1089
-39496182#0;-165465028#0;1072
-39496182#0;4486596#2;1213
-39496182#0;24673480;1265
-39496182#0;30699893;1265
-39496182#0;-469999015;1739
-39496182#0;469999020;1408
-39496182#0;120395207#1;1713
