FromEdgeID;ToEdgeID;RunTime
24673480;30157290;330
24673480;469999032;238
24673480;30157292#1;307
24673480;-469999029;297
24673480;25369033#2;273
24673480;15926759;421
24673480;4594894#4;785
24673480;57936173#3;787
24673480;223737429;1232
24673480;-461331989#0;1124
24673480;28819804;877
24673480;-MA068;947
24673480;23109073#1;221
24673480;52158843#1;597
24673480;-857983579;522
24673480;243102981;1005
24673480;806903754;460
24673480;385888165#4;725
24673480;-31002335#0;840
24673480;138515677#4;782
24673480;256245721;426
24673480;710761406;553
24673480;30143978#1;272
24673480;-858123638#0;1021
24673480;4463221#1;292
24673480;451621867#1;743
24673480;-451621866;790
24673480;4392634#2;471
24673480;MA080;950
24673480;-450086133;772
24673480;32197350#0;700
24673480;139806486#2;239
24673480;-79701272#0;1034
24673480;30709383;1091
24673480;151043332#5;473
24673480;332306828#3;361
24673480;4442099#1;248
24673480;450189363;1038
30699893;E19.203;778
30699893;671403224#1;552
30699893;-140336718#0;734
30699893;30276434#1;480
30699893;914393586;625
30699893;4517104;345
30699893;-25418282;345
30699893;718428117#1;285
30699893;207716520;321
30699893;23044566;591
30699893;4368690;170
30699893;451458155;1077
30699893;375861848;704
30699893;-420483060#0;1009
30699893;24041366;716
30699893;455953261#1;1009
30699893;111251392;588
30699893;-333626093;666
30699893;4389557#1;544
30699893;42813669;1428
30699893;24735700;1280
30699893;456213456;767
30699893;231262268#0;1238
30699893;27606891#2;685
30699893;-10947989;1585
30699893;98410013#0;1589
30699893;172282359;361
30699893;148288810#2;530
30699893;76402289;497
30699893;461910870#2;444
30699893;30157285;166
30699893;24160797;410
30699893;4616321#2;297
30699893;-259536422;1312
30699893;-39496182#0;1262
30699893;MA047;853
30699893;-669433184;1085
30699893;4802807#2;987
30699893;39473294;1303
30699893;41976565;1132
30699893;-671403217;611
30699893;-165465028#0;639
30699893;4486596#2;171
30699893;24673480;188
30699893;30699893;5
30699893;-469999015;603
30699893;469999020;168
30699893;120395207#1;561
30699893;30157290;177
30699893;469999032;308
30699893;30157292#1;154
30699893;-469999029;366
30699893;25369033#2;265
30699893;15926759;471
30699893;4594894#4;834
30699893;57936173#3;836
30699893;223737429;1281
30699893;-461331989#0;1173
30699893;28819804;918
30699893;-MA068;866
30699893;23109073#1;171
30699893;52158843#1;544
30699893;-857983579;514
30699893;243102981;989
30699893;806903754;505
30699893;385888165#4;684
30699893;-31002335#0;759
30699893;138515677#4;701
30699893;256245721;442
30699893;710761406;529
30699893;30143978#1;147
30699893;-858123638#0;886
30699893;4463221#1;154
30699893;451621867#1;609
30699893;-451621866;656
30699893;4392634#2;540
30699893;MA080;868
30699893;-450086133;821
30699893;32197350#0;749
30699893;139806486#2;302
30699893;-79701272#0;899
30699893;30709383;956
30699893;151043332#5;312
30699893;332306828#3;410
30699893;4442099#1;191
30699893;450189363;991
-469999015;E19.203;1121
-469999015;671403224#1;872
-469999015;-140336718#0;1064
-469999015;30276434#1;871
-469999015;914393586;1099
-469999015;4517104;749
-469999015;-25418282;756
-469999015;718428117#1;741
-469999015;207716520;777
-469999015;23044566;963
-469999015;4368690;647
-469999015;451458155;1378
-469999015;375861848;949
-469999015;-420483060#0;1442
-469999015;24041366;1148
-469999015;455953261#1;1484
-469999015;111251392;810
-469999015;-333626093;1140
-469999015;4389557#1;792
-469999015;42813669;1628
-469999015;24735700;1754
-469999015;456213456;1002
-469999015;231262268#0;1712
-469999015;27606891#2;1144
-469999015;-10947989;1700
-469999015;98410013#0;1704
-469999015;172282359;883
-469999015;148288810#2;666
-469999015;76402289;866
-469999015;461910870#2;308
-469999015;30157285;465
-469999015;24160797;623
-469999015;4616321#2;771
-469999015;-259536422;1717
-469999015;-39496182#0;1736
-469999015;MA047;1327
-469999015;-669433184;1546
-469999015;4802807#2;1420
-469999015;39473294;1777
-469999015;41976565;1566
-469999015;-671403217;802
-469999015;-165465028#0;805
-469999015;4486596#2;711
-469999015;24673480;703
-469999015;30699893;600
-469999015;-469999015;14
-469999015;469999020;467
-469999015;120395207#1;318
-469999015;30157290;489
-469999015;469999032;763
-469999015;30157292#1;453
-469999015;-469999029;822
-469999015;25369033#2;750
-469999015;15926759;945
-469999015;4594894#4;1207
-469999015;57936173#3;1147
-469999015;223737429;1755
-469999015;-461331989#0;1647
-469999015;28819804;1153
-469999015;-MA068;664
-469999015;23109073#1;626
-469999015;52158843#1;536
-469999015;-857983579;998
-469999015;243102981;1157
-469999015;806903754;983
-469999015;385888165#4;575
-469999015;-31002335#0;495
-469999015;138515677#4;393
-469999015;256245721;846
-469999015;710761406;670
-469999015;30143978#1;531
-469999015;-858123638#0;606
-469999015;4463221#1;488
-469999015;451621867#1;498
-469999015;-451621866;513
-469999015;4392634#2;945
-469999015;MA080;666
-469999015;-450086133;1295
-469999015;32197350#0;1223
-469999015;139806486#2;757
-469999015;-79701272#0;619
-469999015;30709383;677
-469999015;151043332#5;373
-469999015;332306828#3;884
-469999015;4442099#1;565
-469999015;450189363;812
469999020;E19.203;915
469999020;671403224#1;629
469999020;-140336718#0;690
469999020;30276434#1;602
469999020;914393586;779
469999020;4517104;431
469999020;-25418282;438
469999020;718428117#1;307
469999020;207716520;354
469999020;23044566;548
469999020;4368690;304
469999020;451458155;1232
469999020;375861848;819
469999020;-420483060#0;1163
469999020;24041366;870
469999020;455953261#1;1163
469999020;111251392;658
469999020;-333626093;820
469999020;4389557#1;614
469999020;42813669;1531
469999020;24735700;1434
469999020;456213456;871
469999020;231262268#0;1392
469999020;27606891#2;839
469999020;-10947989;1663
469999020;98410013#0;1667
469999020;172282359;476
469999020;148288810#2;433
469999020;76402289;599
469999020;461910870#2;304
469999020;30157285;32
469999020;24160797;313
469999020;4616321#2;451
469999020;-259536422;1269
469999020;-39496182#0;1416
469999020;MA047;1007
469999020;-669433184;1239
469999020;4802807#2;1141
469999020;39473294;1457
469999020;41976565;1286
469999020;-671403217;681
469999020;-165465028#0;709
469999020;4486596#2;301
469999020;24673480;280
469999020;30699893;183
469999020;-469999015;488
469999020;469999020;5
469999020;120395207#1;424
469999020;30157290;33
469999020;469999032;341
469999020;30157292#1;47
469999020;-469999029;388
469999020;25369033#2;422
469999020;15926759;625
469999020;4594894#4;988
469999020;57936173#3;975
469999020;223737429;1435
469999020;-461331989#0;1327
469999020;28819804;1023
469999020;-MA068;821
469999020;23109073#1;204
469999020;52158843#1;499
469999020;-857983579;670
469999020;243102981;1072
469999020;806903754;661
469999020;385888165#4;639
469999020;-31002335#0;713
469999020;138515677#4;631
469999020;256245721;398
469999020;710761406;599
469999020;30143978#1;141
469999020;-858123638#0;771
469999020;4463221#1;101
469999020;451621867#1;469
469999020;-451621866;516
469999020;4392634#2;496
469999020;MA080;823
469999020;-450086133;975
469999020;32197350#0;903
469999020;139806486#2;335
469999020;-79701272#0;784
469999020;30709383;841
469999020;151043332#5;197
469999020;332306828#3;564
469999020;4442099#1;245
469999020;450189363;945
120395207#1;E19.203;1133
120395207#1;671403224#1;853
120395207#1;-140336718#0;912
120395207#1;30276434#1;843
120395207#1;914393586;1071
120395207#1;4517104;721
120395207#1;-25418282;728
120395207#1;718428117#1;640
120395207#1;207716520;714
120395207#1;23044566;812
120395207#1;4368690;618
120395207#1;451458155;1390
120395207#1;375861848;961
120395207#1;-420483060#0;1454
120395207#1;24041366;1160
120395207#1;455953261#1;1456
120395207#1;111251392;822
120395207#1;-333626093;1112
120395207#1;4389557#1;791
120395207#1;42813669;1640
120395207#1;24735700;1726
120395207#1;456213456;1014
120395207#1;231262268#0;1684
120395207#1;27606891#2;1131
120395207#1;-10947989;1711
120395207#1;98410013#0;1716
120395207#1;172282359;849
120395207#1;148288810#2;492
120395207#1;76402289;838
120395207#1;461910870#2;180
120395207#1;30157285;420
120395207#1;24160797;472
120395207#1;4616321#2;743
120395207#1;-259536422;1565
120395207#1;-39496182#0;1708
120395207#1;MA047;1299
120395207#1;-669433184;1531
120395207#1;4802807#2;1432
120395207#1;39473294;1749
120395207#1;41976565;1578
120395207#1;-671403217;814
120395207#1;-165465028#0;817
120395207#1;4486596#2;674
120395207#1;24673480;653
120395207#1;30699893;555
120395207#1;-469999015;355
120395207#1;469999020;422
120395207#1;120395207#1;24
120395207#1;30157290;406
120395207#1;469999032;701
120395207#1;30157292#1;408
120395207#1;-469999029;721
120395207#1;25369033#2;721
120395207#1;15926759;917
120395207#1;4594894#4;1219
120395207#1;57936173#3;1159
120395207#1;223737429;1727
120395207#1;-461331989#0;1619
120395207#1;28819804;1165
120395207#1;-MA068;801
120395207#1;23109073#1;577
120395207#1;52158843#1;547
120395207#1;-857983579;970
120395207#1;243102981;1169
120395207#1;806903754;955
120395207#1;385888165#4;687
120395207#1;-31002335#0;572
120395207#1;138515677#4;454
120395207#1;256245721;694
120395207#1;710761406;681
120395207#1;30143978#1;501
120395207#1;-858123638#0;475
120395207#1;4463221#1;458
120395207#1;451621867#1;259
120395207#1;-451621866;273
120395207#1;4392634#2;793
120395207#1;MA080;804
120395207#1;-450086133;1267
120395207#1;32197350#0;1195
120395207#1;139806486#2;695
120395207#1;-79701272#0;488
120395207#1;30709383;545
120395207#1;151043332#5;333
120395207#1;332306828#3;856
120395207#1;4442099#1;537
120395207#1;450189363;946
30157290;E19.203;899
30157290;671403224#1;612
30157290;-140336718#0;706
30157290;30276434#1;585
30157290;914393586;762
30157290;4517104;414
30157290;-25418282;421
30157290;718428117#1;302
30157290;207716520;337
30157290;23044566;564
30157290;4368690;288
30157290;451458155;1215
30157290;375861848;802
30157290;-420483060#0;1147
30157290;24041366;854
30157290;455953261#1;1147
30157290;111251392;641
30157290;-333626093;804
30157290;4389557#1;597
30157290;42813669;1514
30157290;24735700;1417
30157290;456213456;855
30157290;231262268#0;1375
30157290;27606891#2;822
30157290;-10947989;1651
30157290;98410013#0;1655
30157290;172282359;460
30157290;148288810#2;448
30157290;76402289;582
30157290;461910870#2;320
30157290;30157285;41
30157290;24160797;328
30157290;4616321#2;435
30157290;-259536422;1284
30157290;-39496182#0;1400
30157290;MA047;990
30157290;-669433184;1223
30157290;4802807#2;1125
30157290;39473294;1441
30157290;41976565;1270
30157290;-671403217;664
30157290;-165465028#0;692
30157290;4486596#2;284
30157290;24673480;264
30157290;30699893;167
30157290;-469999015;487
30157290;469999020;43
30157290;120395207#1;439
30157290;30157290;16
30157290;469999032;324
30157290;30157292#1;29
30157290;-469999029;383
30157290;25369033#2;405
30157290;15926759;608
30157290;4594894#4;971
30157290;57936173#3;958
30157290;223737429;1418
30157290;-461331989#0;1310
30157290;28819804;1006
30157290;-MA068;836
30157290;23109073#1;187
30157290;52158843#1;514
30157290;-857983579;653
30157290;243102981;1055
30157290;806903754;645
30157290;385888165#4;654
30157290;-31002335#0;729
30157290;138515677#4;630
30157290;256245721;414
30157290;710761406;582
30157290;30143978#1;124
30157290;-858123638#0;770
30157290;4463221#1;85
30157290;451621867#1;484
30157290;-451621866;531
30157290;4392634#2;512
30157290;MA080;838
30157290;-450086133;958
30157290;32197350#0;886
30157290;139806486#2;318
30157290;-79701272#0;783
30157290;30709383;840
30157290;151043332#5;195
30157290;332306828#3;547
30157290;4442099#1;229
30157290;450189363;961
469999032;E19.203;994
469999032;671403224#1;840
469999032;-140336718#0;593
469999032;30276434#1;768
469999032;914393586;840
469999032;4517104;633
469999032;-25418282;634
469999032;718428117#1;142
469999032;207716520;82
469999032;23044566;438
469999032;4368690;458
469999032;451458155;1293
469999032;375861848;977
469999032;-420483060#0;1224
469999032;24041366;931
469999032;455953261#1;1225
469999032;111251392;876
469999032;-333626093;881
469999032;4389557#1;832
469999032;42813669;1675
469999032;24735700;1495
469999032;456213456;990
469999032;231262268#0;1453
469999032;27606891#2;900
469999032;-10947989;1864
469999032;98410013#0;1869
469999032;172282359;466
469999032;148288810#2;588
469999032;76402289;785
469999032;461910870#2;609
469999032;30157285;383
469999032;24160797;422
469999032;4616321#2;512
469999032;-259536422;1104
469999032;-39496182#0;1477
469999032;MA047;1068
469999032;-669433184;1300
469999032;4802807#2;1203
469999032;39473294;1518
469999032;41976565;1347
469999032;-671403217;899
469999032;-165465028#0;927
469999032;4486596#2;281
469999032;24673480;298
469999032;30699893;370
469999032;-469999015;828
469999032;469999020;385
469999032;120395207#1;729
469999032;30157290;373
469999032;469999032;2
469999032;30157292#1;371
469999032;-469999029;116
469999032;25369033#2;537
469999032;15926759;686
469999032;4594894#4;1049
469999032;57936173#3;1051
469999032;223737429;1496
469999032;-461331989#0;1388
469999032;28819804;1141
469999032;-MA068;1156
469999032;23109073#1;238
469999032;52158843#1;834
469999032;-857983579;787
469999032;243102981;1269
469999032;806903754;724
469999032;385888165#4;974
469999032;-31002335#0;1048
469999032;138515677#4;972
469999032;256245721;283
469999032;710761406;817
469999032;30143978#1;447
469999032;-858123638#0;1060
469999032;4463221#1;426
469999032;451621867#1;696
469999032;-451621866;743
469999032;4392634#2;275
469999032;MA080;1158
469999032;-450086133;1036
469999032;32197350#0;964
469999032;139806486#2;149
469999032;-79701272#0;1073
469999032;30709383;1131
469999032;151043332#5;537
469999032;332306828#3;625
469999032;4442099#1;513
469999032;450189363;1280
30157292#1;E19.203;913
30157292#1;671403224#1;627
30157292#1;-140336718#0;699
30157292#1;30276434#1;599
30157292#1;914393586;776
30157292#1;4517104;429
30157292#1;-25418282;435
30157292#1;718428117#1;316
30157292#1;207716520;352
30157292#1;23044566;556
30157292#1;4368690;302
30157292#1;451458155;1229
30157292#1;375861848;816
30157292#1;-420483060#0;1161
30157292#1;24041366;868
30157292#1;455953261#1;1161
30157292#1;111251392;655
30157292#1;-333626093;818
30157292#1;4389557#1;611
30157292#1;42813669;1529
30157292#1;24735700;1431
30157292#1;456213456;869
30157292#1;231262268#0;1390
30157292#1;27606891#2;837
30157292#1;-10947989;1665
30157292#1;98410013#0;1669
30157292#1;172282359;474
30157292#1;148288810#2;442
30157292#1;76402289;596
30157292#1;461910870#2;313
30157292#1;30157285;18
30157292#1;24160797;322
30157292#1;4616321#2;449
30157292#1;-259536422;1277
30157292#1;-39496182#0;1414
30157292#1;MA047;1004
30157292#1;-669433184;1237
30157292#1;4802807#2;1139
30157292#1;39473294;1455
30157292#1;41976565;1284
30157292#1;-671403217;678
30157292#1;-165465028#0;706
30157292#1;4486596#2;299
30157292#1;24673480;278
30157292#1;30699893;181
30157292#1;-469999015;485
30157292#1;469999020;20
30157292#1;120395207#1;432
30157292#1;30157290;42
30157292#1;469999032;338
30157292#1;30157292#1;6
30157292#1;-469999029;397
30157292#1;25369033#2;419
30157292#1;15926759;622
30157292#1;4594894#4;986
30157292#1;57936173#3;972
30157292#1;223737429;1433
30157292#1;-461331989#0;1324
30157292#1;28819804;1020
30157292#1;-MA068;829
30157292#1;23109073#1;201
30157292#1;52158843#1;507
30157292#1;-857983579;667
30157292#1;243102981;1069
30157292#1;806903754;659
30157292#1;385888165#4;647
30157292#1;-31002335#0;722
30157292#1;138515677#4;629
30157292#1;256245721;406
30157292#1;710761406;597
30157292#1;30143978#1;138
30157292#1;-858123638#0;768
30157292#1;4463221#1;99
30157292#1;451621867#1;477
30157292#1;-451621866;525
30157292#1;4392634#2;505
30157292#1;MA080;831
30157292#1;-450086133;972
30157292#1;32197350#0;901
30157292#1;139806486#2;332
30157292#1;-79701272#0;781
30157292#1;30709383;839
30157292#1;151043332#5;194
30157292#1;332306828#3;562
30157292#1;4442099#1;243
30157292#1;450189363;954
-469999029;E19.203;942
-469999029;671403224#1;788
-469999029;-140336718#0;579
-469999029;30276434#1;716
-469999029;914393586;788
-469999029;4517104;581
-469999029;-25418282;582
-469999029;718428117#1;77
-469999029;207716520;81
-469999029;23044566;437
-469999029;4368690;406
-469999029;451458155;1241
-469999029;375861848;925
-469999029;-420483060#0;1173
-469999029;24041366;880
-469999029;455953261#1;1173
-469999029;111251392;824
-469999029;-333626093;830
-469999029;4389557#1;780
-469999029;42813669;1624
-469999029;24735700;1443
-469999029;456213456;938
-469999029;231262268#0;1401
-469999029;27606891#2;848
-469999029;-10947989;1813
-469999029;98410013#0;1817
-469999029;172282359;368
-469999029;148288810#2;574
-469999029;76402289;733
-469999029;461910870#2;596
-469999029;30157285;331
-469999029;24160797;409
-469999029;4616321#2;461
-469999029;-259536422;1103
-469999029;-39496182#0;1426
-469999029;MA047;1016
-469999029;-669433184;1249
-469999029;4802807#2;1151
-469999029;39473294;1467
-469999029;41976565;1296
-469999029;-671403217;847
-469999029;-165465028#0;875
-469999029;4486596#2;229
-469999029;24673480;246
-469999029;30699893;318
-469999029;-469999015;776
-469999029;469999020;333
-469999029;120395207#1;715
-469999029;30157290;342
-469999029;469999032;140
-469999029;30157292#1;319
-469999029;-469999029;8
-469999029;25369033#2;485
-469999029;15926759;634
-469999029;4594894#4;997
-469999029;57936173#3;999
-469999029;223737429;1444
-469999029;-461331989#0;1336
-469999029;28819804;1089
-469999029;-MA068;1125
-469999029;23109073#1;186
-469999029;52158843#1;803
-469999029;-857983579;735
-469999029;243102981;1217
-469999029;806903754;672
-469999029;385888165#4;938
-469999029;-31002335#0;1018
-469999029;138515677#4;920
-469999029;256245721;287
-469999029;710761406;765
-469999029;30143978#1;395
-469999029;-858123638#0;1047
-469999029;4463221#1;374
-469999029;451621867#1;683
-469999029;-451621866;730
-469999029;4392634#2;327
-469999029;MA080;1128
-469999029;-450086133;984
-469999029;32197350#0;912
-469999029;139806486#2;97
-469999029;-79701272#0;1059
-469999029;30709383;1117
-469999029;151043332#5;485
-469999029;332306828#3;573
-469999029;4442099#1;461
-469999029;450189363;1250
25369033#2;E19.203;622
25369033#2;671403224#1;380
25369033#2;-140336718#0;994
25369033#2;30276434#1;308
25369033#2;914393586;509
25369033#2;4517104;231
25369033#2;-25418282;219
25369033#2;718428117#1;491
25369033#2;207716520;527
25369033#2;23044566;851
25369033#2;4368690;178
25369033#2;451458155;962
25369033#2;375861848;533
25369033#2;-420483060#0;894
25369033#2;24041366;601
25369033#2;455953261#1;894
25369033#2;111251392;449
25369033#2;-333626093;551
25369033#2;4389557#1;406
25369033#2;42813669;1256
25369033#2;24735700;1164
25369033#2;456213456;595
25369033#2;231262268#0;1123
25369033#2;27606891#2;570
25369033#2;-10947989;1413
25369033#2;98410013#0;1418
25369033#2;172282359;378
25369033#2;148288810#2;790
25369033#2;76402289;325
25369033#2;461910870#2;705
25369033#2;30157285;426
25369033#2;24160797;670
25369033#2;4616321#2;178
25369033#2;-259536422;1295
25369033#2;-39496182#0;1147
25369033#2;MA047;737
25369033#2;-669433184;970
25369033#2;4802807#2;872
25369033#2;39473294;1188
25369033#2;41976565;1017
25369033#2;-671403217;472
25369033#2;-165465028#0;500
25369033#2;4486596#2;292
25369033#2;24673480;344
25369033#2;30699893;286
25369033#2;-469999015;771
25369033#2;469999020;428
25369033#2;120395207#1;745
25369033#2;30157290;438
25369033#2;469999032;514
25369033#2;30157292#1;414
25369033#2;-469999029;572
25369033#2;25369033#2;28
25369033#2;15926759;357
25369033#2;4594894#4;719
25369033#2;57936173#3;681
25369033#2;223737429;1166
25369033#2;-461331989#0;1057
25369033#2;28819804;746
25369033#2;-MA068;996
25369033#2;23109073#1;431
25369033#2;52158843#1;535
25369033#2;-857983579;342
25369033#2;243102981;818
25369033#2;806903754;333
25369033#2;385888165#4;631
25369033#2;-31002335#0;889
25369033#2;138515677#4;831
25369033#2;256245721;702
25369033#2;710761406;444
25369033#2;30143978#1;363
25369033#2;-858123638#0;1070
25369033#2;4463221#1;382
25369033#2;451621867#1;869
25369033#2;-451621866;916
25369033#2;4392634#2;747
25369033#2;MA080;999
25369033#2;-450086133;741
25369033#2;32197350#0;669
25369033#2;139806486#2;515
25369033#2;-79701272#0;1083
25369033#2;30709383;1140
25369033#2;151043332#5;572
25369033#2;332306828#3;330
25369033#2;4442099#1;242
25369033#2;450189363;939
15926759;E19.203;605
15926759;671403224#1;530
15926759;-140336718#0;1135
15926759;30276434#1;458
15926759;914393586;452
15926759;4517104;402
15926759;-25418282;391
15926759;718428117#1;632
15926759;207716520;668
15926759;23044566;992
15926759;4368690;434
15926759;451458155;904
15926759;375861848;589
15926759;-420483060#0;836
15926759;24041366;543
15926759;455953261#1;836
15926759;111251392;599
15926759;-333626093;493
15926759;4389557#1;555
15926759;42813669;1287
15926759;24735700;1107
15926759;456213456;602
15926759;231262268#0;1065
15926759;27606891#2;512
15926759;-10947989;1476
15926759;98410013#0;1480
15926759;172282359;503
15926759;148288810#2;990
15926759;76402289;475
15926759;461910870#2;904
15926759;30157285;626
15926759;24160797;870
15926759;4616321#2;282
15926759;-259536422;1348
15926759;-39496182#0;1089
15926759;MA047;680
15926759;-669433184;912
15926759;4802807#2;814
15926759;39473294;1130
15926759;41976565;959
15926759;-671403217;622
15926759;-165465028#0;650
15926759;4486596#2;433
15926759;24673480;485
15926759;30699893;485
15926759;-469999015;959
15926759;469999020;628
15926759;120395207#1;933
15926759;30157290;637
15926759;469999032;655
15926759;30157292#1;614
15926759;-469999029;713
15926759;25369033#2;337
15926759;15926759;78
15926759;4594894#4;661
15926759;57936173#3;663
15926759;223737429;1108
15926759;-461331989#0;1000
15926759;28819804;753
15926759;-MA068;1185
15926759;23109073#1;586
15926759;52158843#1;746
15926759;-857983579;399
15926759;243102981;881
15926759;806903754;336
15926759;385888165#4;842
15926759;-31002335#0;1077
15926759;138515677#4;1019
15926759;256245721;843
15926759;710761406;653
15926759;30143978#1;563
15926759;-858123638#0;1258
15926759;4463221#1;581
15926759;451621867#1;1069
15926759;-451621866;1116
15926759;4392634#2;854
15926759;MA080;1187
15926759;-450086133;699
15926759;32197350#0;627
15926759;139806486#2;656
15926759;-79701272#0;1271
15926759;30709383;1329
15926759;151043332#5;771
15926759;332306828#3;319
15926759;4442099#1;489
15926759;450189363;1123
4594894#4;E19.203;218
4594894#4;671403224#1;450
4594894#4;-140336718#0;1417
4594894#4;30276434#1;431
4594894#4;914393586;409
4594894#4;4517104;620
4594894#4;-25418282;608
4594894#4;718428117#1;915
4594894#4;207716520;950
4594894#4;23044566;1275
4594894#4;4368690;716
4594894#4;451458155;321
4594894#4;375861848;284
4594894#4;-420483060#0;354
4594894#4;24041366;135
4594894#4;455953261#1;388
4594894#4;111251392;475
4594894#4;-333626093;450
4594894#4;4389557#1;460
4594894#4;42813669;740
4594894#4;24735700;811
4594894#4;456213456;232
4594894#4;231262268#0;654
4594894#4;27606891#2;157
4594894#4;-10947989;1015
4594894#4;98410013#0;1019
4594894#4;172282359;785
4594894#4;148288810#2;1272
4594894#4;76402289;436
4594894#4;461910870#2;1186
4594894#4;30157285;908
4594894#4;24160797;1152
4594894#4;4616321#2;567
4594894#4;-259536422;1630
4594894#4;-39496182#0;691
4594894#4;MA047;383
4594894#4;-669433184;464
4594894#4;4802807#2;332
4594894#4;39473294;834
4594894#4;41976565;509
4594894#4;-671403217;449
4594894#4;-165465028#0;432
4594894#4;4486596#2;715
4594894#4;24673480;767
4594894#4;30699893;768
4594894#4;-469999015;1188
4594894#4;469999020;910
4594894#4;120395207#1;1204
4594894#4;30157290;920
4594894#4;469999032;937
4594894#4;30157292#1;896
4594894#4;-469999029;996
4594894#4;25369033#2;646
4594894#4;15926759;595
4594894#4;4594894#4;10
4594894#4;57936173#3;59
4594894#4;223737429;812
4594894#4;-461331989#0;703
4594894#4;28819804;215
4594894#4;-MA068;1272
4594894#4;23109073#1;868
4594894#4;52158843#1;732
4594894#4;-857983579;510
4594894#4;243102981;432
4594894#4;806903754;447
4594894#4;385888165#4;828
4594894#4;-31002335#0;1286
4594894#4;138515677#4;1229
4594894#4;256245721;1125
4594894#4;710761406;623
4594894#4;30143978#1;845
4594894#4;-858123638#0;1529
4594894#4;4463221#1;864
4594894#4;451621867#1;1351
4594894#4;-451621866;1398
4594894#4;4392634#2;1136
4594894#4;MA080;1274
4594894#4;-450086133;923
4594894#4;32197350#0;865
4594894#4;139806486#2;938
4594894#4;-79701272#0;1542
4594894#4;30709383;1599
4594894#4;151043332#5;1054
4594894#4;332306828#3;606
4594894#4;4442099#1;771
4594894#4;450189363;974
57936173#3;E19.203;235
57936173#3;671403224#1;468
57936173#3;-140336718#0;1434
57936173#3;30276434#1;459
57936173#3;914393586;426
57936173#3;4517104;647
57936173#3;-25418282;636
57936173#3;718428117#1;932
57936173#3;207716520;968
57936173#3;23044566;1292
57936173#3;4368690;733
57936173#3;451458155;301
57936173#3;375861848;265
57936173#3;-420483060#0;304
57936173#3;24041366;152
57936173#3;455953261#1;353
57936173#3;111251392;455
57936173#3;-333626093;467
57936173#3;4389557#1;440
57936173#3;42813669;721
57936173#3;24735700;828
57936173#3;456213456;213
57936173#3;231262268#0;620
57936173#3;27606891#2;175
57936173#3;-10947989;995
57936173#3;98410013#0;999
57936173#3;172282359;802
57936173#3;148288810#2;1289
57936173#3;76402289;463
57936173#3;461910870#2;1174
57936173#3;30157285;926
57936173#3;24160797;1169
57936173#3;4616321#2;585
57936173#3;-259536422;1648
57936173#3;-39496182#0;656
57936173#3;MA047;401
57936173#3;-669433184;423
57936173#3;4802807#2;282
57936173#3;39473294;851
57936173#3;41976565;476
57936173#3;-671403217;430
57936173#3;-165465028#0;413
57936173#3;4486596#2;733
57936173#3;24673480;784
57936173#3;30699893;785
57936173#3;-469999015;1169
57936173#3;469999020;928
57936173#3;120395207#1;1185
57936173#3;30157290;937
57936173#3;469999032;954
57936173#3;30157292#1;914
57936173#3;-469999029;1013
57936173#3;25369033#2;663
57936173#3;15926759;612
57936173#3;4594894#4;69
57936173#3;57936173#3;9
57936173#3;223737429;829
57936173#3;-461331989#0;721
57936173#3;28819804;195
57936173#3;-MA068;1252
57936173#3;23109073#1;885
57936173#3;52158843#1;712
57936173#3;-857983579;527
57936173#3;243102981;412
57936173#3;806903754;464
57936173#3;385888165#4;808
57936173#3;-31002335#0;1267
57936173#3;138515677#4;1210
57936173#3;256245721;1142
57936173#3;710761406;604
57936173#3;30143978#1;862
57936173#3;-858123638#0;1510
57936173#3;4463221#1;881
57936173#3;451621867#1;1365
57936173#3;-451621866;1379
57936173#3;4392634#2;1154
57936173#3;MA080;1255
57936173#3;-450086133;941
57936173#3;32197350#0;883
57936173#3;139806486#2;955
57936173#3;-79701272#0;1522
57936173#3;30709383;1580
57936173#3;151043332#5;1071
57936173#3;332306828#3;623
57936173#3;4442099#1;788
57936173#3;450189363;954
223737429;E19.203;814
223737429;671403224#1;1062
223737429;-140336718#0;1889
223737429;30276434#1;1044
223737429;914393586;881
223737429;4517104;1135
223737429;-25418282;1124
223737429;718428117#1;1387
223737429;207716520;1422
223737429;23044566;1747
223737429;4368690;1188
223737429;451458155;915
223737429;375861848;950
223737429;-420483060#0;847
223737429;24041366;734
223737429;455953261#1;697
223737429;111251392;1144
223737429;-333626093;922
223737429;4389557#1;1122
223737429;42813669;1345
223737429;24735700;50
223737429;456213456;963
223737429;231262268#0;748
223737429;27606891#2;720
223737429;-10947989;1651
223737429;98410013#0;1655
223737429;172282359;1257
223737429;148288810#2;1744
223737429;76402289;1048
223737429;461910870#2;1658
223737429;30157285;1380
223737429;24160797;1624
223737429;4616321#2;1039
223737429;-259536422;2102
223737429;-39496182#0;726
223737429;MA047;428
223737429;-669433184;909
223737429;4802807#2;825
223737429;39473294;337
223737429;41976565;819
223737429;-671403217;1119
223737429;-165465028#0;1101
223737429;4486596#2;1187
223737429;24673480;1239
223737429;30699893;1240
223737429;-469999015;1713
223737429;469999020;1382
223737429;120395207#1;1687
223737429;30157290;1391
223737429;469999032;1409
223737429;30157292#1;1368
223737429;-469999029;1468
223737429;25369033#2;1118
223737429;15926759;1067
223737429;4594894#4;816
223737429;57936173#3;829
223737429;223737429;13
223737429;-461331989#0;210
223737429;28819804;984
223737429;-MA068;1939
223737429;23109073#1;1340
223737429;52158843#1;1401
223737429;-857983579;981
