TRIP_ID;ORIGINAL_TRIP_ID;START_STOP_ID;END_STOP_ID;depot;START_TIMESTAMP;END_TIMESTAMP;START_STOP_NAME;END_STOP_NAME;START_STOP_COORDINATES;END_STOP_COORDINATES
1490;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;64260.0;68040.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1491;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;65400.0;69180.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1492;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;65460.0;69240.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1493;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;66660.0;70440.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1494;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;67440.0;71220.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1495;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;67860.0;71640.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1496;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;68640.0;72420.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1497;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;69060.0;72840.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1498;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;69840.0;73620.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1499;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;70380.0;74160.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1500;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;71040.0;74820.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1501;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;71880.0;75660.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1502;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;73080.0;76860.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1503;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;74280.0;78060.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1504;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;75480.0;79260.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1505;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;76680.0;80460.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1506;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;77880.0;81660.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1507;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;79080.0;82860.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1508;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;80280.0;84060.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1509;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;81480.0;85260.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1510;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;82680.0;86460.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1511;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;83880.0;87660.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1512;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;85080.0;88860.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1513;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;86280.0;90060.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1514;124_9897;agg_9897_0_9973_34_9889_51_9963_0;agg_10142_44_10136_0_9897_50_9889_0;muellerstrasse;87480.0;91260.0;Berlin, Alt-Heiligensee;Berlin, Aubertstr.;13.210365,52.606234;13.407394,52.613580
1515;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;15600.0;19860.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1516;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;16440.0;20700.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1517;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;16680.0;20940.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1518;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;16800.0;21060.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1519;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;17880.0;22140.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1520;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;19260.0;23520.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1521;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;19980.0;24240.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1522;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;21000.0;25260.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1523;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;22140.0;26400.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1524;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;22620.0;26880.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1525;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;22740.0;27000.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1526;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;23880.0;28140.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1527;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;24420.0;28680.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1528;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;24960.0;29220.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1529;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;25620.0;29880.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1530;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;26100.0;30360.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1531;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;26700.0;30960.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1532;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;26820.0;31080.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1533;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;27300.0;31560.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1534;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;28500.0;32760.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1535;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;29220.0;33480.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1536;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;29700.0;33960.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1537;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;30420.0;34680.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1538;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;30900.0;35160.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1539;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;31620.0;35880.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1540;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;32160.0;36420.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1541;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;32820.0;37080.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1542;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;33420.0;37680.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1543;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;34020.0;38280.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1544;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;34620.0;38880.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1545;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;35220.0;39480.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1546;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;35820.0;40080.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1547;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;36360.0;40620.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1548;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;36960.0;41220.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1549;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;37560.0;41820.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1550;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;38160.0;42420.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1551;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;38760.0;43020.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1552;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;39360.0;43620.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1553;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;39960.0;44220.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1554;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;40560.0;44820.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1555;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;41160.0;45420.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1556;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;41760.0;46020.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1557;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;42360.0;46620.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1558;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;42960.0;47220.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1559;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;43560.0;47820.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1560;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;44160.0;48420.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1561;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;44760.0;49020.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1562;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;45360.0;49620.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1563;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;45960.0;50220.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1564;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;46500.0;50760.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1565;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;47220.0;51480.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1566;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;47340.0;51600.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1567;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;47700.0;51960.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1568;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;48420.0;52680.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1569;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;48540.0;52800.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1570;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;48900.0;53160.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1571;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;49620.0;53880.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1572;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;50040.0;54300.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1573;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;50760.0;55020.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1574;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;51240.0;55500.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1575;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;51960.0;56220.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1576;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;52440.0;56700.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1577;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;53160.0;57420.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1578;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;53580.0;57840.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1579;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;54360.0;58620.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1580;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;54780.0;59040.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1581;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;55560.0;59820.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1582;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;55980.0;60240.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1583;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;56760.0;61020.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1584;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;57180.0;61440.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1585;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;57960.0;62220.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1586;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;58380.0;62640.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1587;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;59160.0;63420.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1588;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;59640.0;63900.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1589;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;60360.0;64620.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1590;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;60960.0;65220.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1591;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;61620.0;65880.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1592;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;62220.0;66480.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1593;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;62820.0;67080.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1594;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;63420.0;67680.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
1595;125_9908;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;agg_9908_53_9922_0;muellerstrasse;64080.0;68340.0;U Osloer Str. (Berlin);S Frohnau (Berlin);13.369301,52.556887;13.288166,52.631997
