FromStopID;ToStopID;RunTime
9735_25;agg_12113_47_12561_34_12556_9;1057
9735_25;agg_12115_0_12558_0_12570_0;1093
9735_25;agg_11039_11_11037_0_12607_19_12605_0_11037_1_12605_1_12497_20_12499_0_12499_1;484
9735_25;agg_12570_35_12561_0;101
9735_25;agg_12751_33_12751_34_11845_43;577
9735_25;agg_12788_0_12763_0_12771_36;463
9735_25;agg_10661_0_10064_29_10663_31_10066_0;459
9735_25;agg_9908_53_9922_0;1405
9735_25;agg_12434_34_12434_35;253
9735_25;agg_11804_21_10538_19_11166_21_10970_26_10537_0_10538_20;332
9735_25;agg_10537_16_10538_0;405
9735_25;agg_10948_0_10802_38;322
9735_25;agg_11880_0_10675_0_11986_0;1020
9735_25;agg_11968_0_9873_0;836
9735_25;agg_10675_37_10671_0_11957_0_11962_49_10671_1_11957_1;1422
9735_25;agg_11679_0_11683_37_11679_1;258
9735_25;agg_11679_36_11683_0;764
9735_25;agg_10671_36_11882_47_11989_25;1017
9735_25;agg_11518_0_11838_49_11845_0_11523_30;1213
9735_25;agg_9777_0_9773_29;407
9735_25;agg_9777_31_9773_0;414
9735_25;agg_11060_0_11067_23;1000
9735_25;agg_10965_25_10970_0;570
9735_25;agg_12123_27_12124_0_10487_0_10481_42;573
9735_25;agg_11065_20_11067_0_9852_0_9844_45;1166
9735_25;agg_11039_0_11037_12;590
9735_25;agg_12763_36_12771_0;1254
9735_25;agg_11475_0_11467_26_11475_1;805
9735_25;agg_11475_27_10487_39_10481_0_11467_0;418
9735_25;agg_11079_0_11077_9_11079_1_10705_29;1338
9735_25;agg_11079_10_11077_0;1445
9735_25;agg_11082_16_10120_31_11085_0_12038_6;1093
9735_25;agg_9852_46_9844_0;882
9735_25;agg_10120_0_10195_0_12049_0;1818
9735_25;agg_10808_0_11530_0_10808_1_11530_1;249
9735_25;agg_9722_0_9722_1;795
9735_25;agg_10980_0_10980_1;72
9735_25;agg_11090_0_10036_0_12472_0;989
10994_37;bs_muellerstrasse;912
10994_37;bs_cicerostrasse;376
10994_37;9735_25;68
10994_37;10994_37;129
10994_37;11407_0;1116
10994_37;11407_61;174
10994_37;11658_39;1009
10994_37;11800_21;667
10994_37;12751_0;475
10994_37;10661_32;1093
10994_37;10948_29;760
10994_37;11804_0;715
10994_37;10789_0;871
10994_37;9873_50;766
10994_37;12422_0;224
10994_37;10663_0;1095
10994_37;9724_18;779
10994_37;10785_23;866
10994_37;10498_0;686
10994_37;9646_49;701
10994_37;agg_9627_0_9735_0_10804_0_11658_0_11946_0_11979_0_11838_17_11649_0_9724_0_10632_0_11941_14_10740_0_12482_0_11703_0;567
10994_37;agg_9633_0_9633_1;776
10994_37;agg_9633_48_11946_43_11949_0_9646_0;412
10994_37;agg_9828_0_12475_0;1211
10994_37;agg_11516_32_11970_0_12041_8_11921_0;1219
10994_37;agg_9828_4_11970_4_10691_33_9844_29;1118
10994_37;agg_9828_20_11060_9_11065_0_11957_27;980
10994_37;agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0;916
10994_37;agg_9863_0_9863_1;815
10994_37;agg_9863_50_11969_8;817
10994_37;agg_9897_0_9973_34_9889_51_9963_0;1415
10994_37;agg_11514_0_12043_0;1142
10994_37;agg_12472_23_9836_31_9897_34_11923_50_11973_33_12043_1_9852_20;1153
10994_37;agg_10142_44_10136_0_9897_50_9889_0;1611
10994_37;agg_10045_25_11089_9_12475_23;888
10994_37;agg_10740_22_10099_15;835
10994_37;agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0;920
10994_37;agg_10115_37_10115_38_10189_36_10189_37;1886
10994_37;agg_10258_1_10221_30_10312_0_10312_1_12434_0_12422_35_10315_28_10882_1;1117
10994_37;agg_10385_45_10395_0_11755_32_11759_0;1032
10994_37;agg_10437_0_11755_0_12113_0_10437_1_11755_1_12113_1_11941_24;384
10994_37;agg_10437_17_10498_41;582
10994_37;agg_11665_0_10437_34_11665_1;907
10994_37;agg_10444_40_11759_32_12115_49;363
10994_37;agg_10804_21_10804_22_11538_46_11538_47_10481_5;218
10994_37;agg_10994_0_10980_36;306
10994_37;agg_10994_1_12123_0_10959_25_10336_34_10329_0_10956_0;320
10994_37;agg_11518_32_11523_0;634
10994_37;agg_11514_32_11516_0_12464_0_12462_15_11516_1_12464_1;721
10994_37;agg_11516_10_9908_16_10691_9_11882_34_12464_4_9929_0_9844_1_9931_11;833
10994_37;agg_11538_0_11530_46;926
10994_37;agg_11643_41_11697_35_10630_17_12477_32_10808_22_9722_19_11978_23_9737_25_11665_39;567
10994_37;agg_10959_0_10956_24_12115_27_12434_14_11773_6_10959_1_11776_10_12113_22_12422_21;689
10994_37;agg_10965_0_10970_27;319
