station_id,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
cd_Muellerstrasse_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.936882,284.06598,175.46915,33.612827,64.88486,66.41124,233.9257,58.41986,43.305782,15.52886,0.0,0.0,0.0,0.0,0.0,0.0
cd_Cicerostrasse_01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.840336,323.72122,251.38138,28.827604,70.91944,84.59998,128.49892,230.44055,60.64347,20.269367,0.0,0.0,0.0,0.0,0.0,0.0
cs_9735_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.714357,253.19844,288.33563,43.24979,51.065765,83.17555,171.03935,151.6889,39.47287,14.092596,0.0,0.0,0.0,0.0,0.0,0.0
cs_10994_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.717861,253.2952,288.41446,43.237705,51.051598,83.15291,171.02364,151.69098,39.46182,14.088471,0.0,0.0,0.0,0.0,0.0,0.0
cs_11407_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.47326,156.84946,566.6773,32.06829,69.37874,52.884766,116.36567,45.494286,45.444843,23.941708,0.0,0.0,0.0,0.0,0.0,0.0
cs_11407_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.694818,253.08327,288.29678,43.25103,51.067223,83.17788,171.05768,151.71722,39.474007,14.0930195,0.0,0.0,0.0,0.0,0.0,0.0
cs_11658_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.81936,258.82135,607.8379,35.731865,79.75069,81.19554,127.27686,130.8396,58.72305,6.6541147,0.0,0.0,0.0,0.0,0.0,0.0
cs_11800_21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.45619,255.3261,351.329,37.584103,174.80861,95.277565,115.39973,187.17027,72.782486,11.187603,0.0,0.0,0.0,0.0,0.0,0.0
cs_12751_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.807398,322.62387,251.01839,28.839878,70.94856,84.63448,128.54752,230.57483,60.66851,20.278114,0.0,0.0,0.0,0.0,0.0,0.0
cs_10661_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.118954,141.72057,67.50838,36.948116,98.29934,83.96904,384.7911,215.05055,59.968964,10.957384,0.0,0.0,0.0,0.0,0.0,0.0
cs_10948_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.25146,259.19565,608.4047,35.72255,79.730545,81.17507,127.24183,130.77974,58.707108,6.6522417,0.0,0.0,0.0,0.0,0.0,0.0
cs_11804_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.45031,255.31956,351.3364,37.580494,174.79976,95.26874,115.38983,187.19771,72.77904,11.186468,0.0,0.0,0.0,0.0,0.0,0.0
cs_10789_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.80662,323.31735,250.36751,28.784296,70.86549,84.56374,127.74613,230.03258,59.86376,19.549126,0.0,0.0,0.0,0.0,0.0,0.0
