station_id,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
cd_Muellerstrasse_01,0.0,0.0,0.0,0.0,0.0,8.643436,27.56958,16.939785,27.450117,74.92519,70.643105,84.187584,84.57106,135.87997,99.25098,143.97173,152.41049,455.98923,262.8617,185.78146,19.094818,0.0,0.0,0.0
cd_Cicerostrasse_01,0.0,0.0,0.0,0.0,0.0,2.6497622,30.257586,13.889943,22.604122,65.021194,61.456493,77.14864,66.75224,113.35896,78.27353,125.88217,118.59738,694.37506,554.7714,508.19418,166.21613,0.0,0.0,0.0
cs_9735_25,0.0,0.0,0.0,0.0,0.0,6.3271685,26.728554,16.93461,27.443747,78.30159,70.610275,87.63251,76.94683,148.64594,94.109665,140.53592,139.61536,444.32275,279.99988,168.44814,64.16987,0.0,0.0,0.0
cs_10994_37,0.0,0.0,0.0,0.0,0.0,6.3271823,26.728554,16.93461,27.443747,78.30159,70.610275,87.63251,76.94683,148.64594,94.109665,140.53592,139.61536,444.32413,280.00217,168.45271,64.1738,0.0,0.0,0.0
cs_11407_0,0.0,0.0,0.0,0.0,0.0,0.58954436,6.7041006,13.6712,22.252312,177.58337,89.65141,88.064995,64.34814,90.44076,75.67445,79.973206,109.07235,386.07437,714.15515,502.0743,337.9145,0.0,0.0,0.0
cs_11407_61,0.0,0.0,0.0,0.0,0.0,6.3279166,26.728554,16.93461,27.443747,78.30159,70.610275,87.63251,76.94683,148.64594,94.109665,140.53592,139.61536,444.3146,279.99133,168.43596,64.16247,0.0,0.0,0.0
cs_11658_39,0.0,0.0,0.0,0.0,0.0,0.18861103,41.905945,13.518982,24.021568,64.062675,92.915436,83.61909,56.792484,111.28312,80.52938,72.18638,110.86091,539.08716,666.6646,524.91144,369.99002,0.0,0.0,0.0
cs_11800_21,0.0,0.0,0.0,0.0,0.0,0.18906185,28.151365,13.539756,26.751596,66.262535,88.80462,78.099335,58.267303,101.61658,77.83963,97.60642,116.66521,576.1328,608.38995,560.8059,353.00565,0.0,0.0,0.0
cs_12751_0,0.0,0.0,0.0,0.0,0.0,2.6486158,30.246344,13.884498,22.59545,64.99731,61.43385,77.12048,66.72776,113.318344,78.24501,125.83717,118.55481,694.6954,555.3289,509.27316,166.92711,0.0,0.0,0.0
cs_10661_32,0.0,0.0,0.0,0.0,0.0,0.19986643,11.375283,13.344966,29.05539,102.670166,82.32637,89.49617,61.67394,101.341415,73.17657,102.25143,57.27512,695.8608,592.58716,435.7714,91.99001,0.0,0.0,0.0
cs_10948_29,0.0,0.0,0.0,0.0,0.0,0.18874659,41.91718,13.525115,24.032194,64.08988,92.95434,83.65424,56.816715,111.32918,80.56323,72.21688,110.90698,538.87665,666.1109,524.177,368.95807,0.0,0.0,0.0
cs_11804_0,0.0,0.0,0.0,0.0,0.0,0.18889712,28.136578,13.532303,26.737305,66.22842,88.75943,78.05939,58.237175,101.565315,77.79987,97.55698,116.60651,576.1712,608.498,560.9448,353.10745,0.0,0.0,0.0
cs_10789_0,0.0,0.0,0.0,0.0,0.0,3.2145052,30.958094,13.890347,22.601603,65.70853,62.151443,77.131134,66.74675,113.31727,78.260345,125.87528,118.629135,695.7843,555.54584,507.70425,166.6516,0.0,0.0,0.0
cs_9873_50,0.0,0.0,0.0,0.0,0.0,3.2150733,30.962769,13.892604,22.605198,65.71852,62.16094,77.1428,66.75689,113.33409,78.27216,125.89394,118.64676,695.62476,555.32587,507.36572,166.4877,0.0,0.0,0.0
cs_12422_0,0.0,0.0,0.0,0.0,0.0,0.20331788,5.694039,13.486796,23.036837,50.89914,78.694145,84.45912,60.821552,121.99879,76.79397,106.89421,97.28346,687.88257,370.72195,361.1455,217.09033,0.0,0.0,0.0
cs_10663_0,0.0,0.0,0.0,0.0,0.0,0.19975601,11.371229,13.340244,29.045458,102.63682,82.29938,89.466934,61.653507,101.30858,73.1525,102.218216,57.256073,695.89636,592.6737,435.8731,92.000786,0.0,0.0,0.0
cs_9724_18,0.0,0.0,0.0,0.0,0.0,1.1314511,15.289603,14.567064,23.680288,69.52124,77.794685,77.609215,77.179726,122.86354,90.77648,115.64229,104.98295,728.1193,298.62494,422.85483,5.1296816,0.0,0.0,0.0
cs_10785_23,0.0,0.0,0.0,0.0,0.0,3.215068,30.96284,13.892581,22.605162,65.718414,62.16083,77.14269,66.75678,113.33392,78.27205,125.893745,118.64662,695.7242,555.50244,507.66214,166.64282,0.0,0.0,0.0
cs_10498_0,0.0,0.0,0.0,0.0,0.0,7.0708604,27.554976,16.935308,27.444693,78.30331,70.61191,87.63434,76.94855,148.64821,94.11156,140.53816,139.61758,443.47708,279.97415,168.53174,64.167305,0.0,0.0,0.0
cs_9646_49,0.0,0.0,0.0,0.0,0.0,7.0709753,27.554976,16.935308,27.444693,78.30331,70.61191,87.63434,76.94855,148.64821,94.11156,140.53816,139.61758,443.47546,279.9722,168.52864,64.16508,0.0,0.0,0.0
