start_time,end_time,price_eur_per_mwh,zone,price_eur_per_kwh,hour_of_day,date,weekday
2023-12-07 19:00:00,2023-12-07 20:00:00,119.9,Switzerland,0.1199,19,2023-12-07,Thursday
2023-12-07 20:00:00,2023-12-07 21:00:00,112.03,Switzerland,0.11203,20,2023-12-07,Thursday
2023-12-07 21:00:00,2023-12-07 22:00:00,113.86,Switzerland,0.11386,21,2023-12-07,Thursday
2023-12-07 22:00:00,2023-12-07 23:00:00,111.98,Switzerland,0.11198000000000001,22,2023-12-07,Thursday
2023-12-07 23:00:00,2023-12-08 00:00:00,106.29,Switzerland,0.10629000000000001,23,2023-12-07,Thursday
2023-12-08 00:00:00,2023-12-08 01:00:00,102.76,Switzerland,0.10276,0,2023-12-08,Friday
2023-12-08 01:00:00,2023-12-08 02:00:00,101.22,Switzerland,0.10122,1,2023-12-08,Friday
2023-12-08 02:00:00,2023-12-08 03:00:00,98.53,Switzerland,0.09853,2,2023-12-08,Friday
2023-12-08 03:00:00,2023-12-08 04:00:00,99.41,Switzerland,0.09941,3,2023-12-08,Friday
2023-12-08 04:00:00,2023-12-08 05:00:00,97.99,Switzerland,0.09799,4,2023-12-08,Friday
2023-12-08 05:00:00,2023-12-08 06:00:00,101.78,Switzerland,0.10178,5,2023-12-08,Friday
2023-12-08 06:00:00,2023-12-08 07:00:00,109.5,Switzerland,0.1095,6,2023-12-08,Friday
2023-12-08 07:00:00,2023-12-08 08:00:00,114.0,Switzerland,0.114,7,2023-12-08,Friday
2023-12-08 08:00:00,2023-12-08 09:00:00,116.88,Switzerland,0.11688,8,2023-12-08,Friday
2023-12-08 09:00:00,2023-12-08 10:00:00,117.36,Switzerland,0.11736,9,2023-12-08,Friday
2023-12-08 10:00:00,2023-12-08 11:00:00,117.42,Switzerland,0.11742,10,2023-12-08,Friday
2023-12-08 11:00:00,2023-12-08 12:00:00,116.89,Switzerland,0.11689,11,2023-12-08,Friday
2023-12-08 12:00:00,2023-12-08 13:00:00,113.22,Switzerland,0.11322,12,2023-12-08,Friday
2023-12-08 13:00:00,2023-12-08 14:00:00,112.97,Switzerland,0.11297,13,2023-12-08,Friday
2023-12-08 14:00:00,2023-12-08 15:00:00,112.99,Switzerland,0.11299,14,2023-12-08,Friday
2023-12-08 15:00:00,2023-12-08 16:00:00,112.97,Switzerland,0.11297,15,2023-12-08,Friday
2023-12-08 16:00:00,2023-12-08 17:00:00,114.57,Switzerland,0.11456999999999999,16,2023-12-08,Friday
2023-12-08 17:00:00,2023-12-08 18:00:00,119.85,Switzerland,0.11985,17,2023-12-08,Friday
2023-12-08 18:00:00,2023-12-08 19:00:00,119.83,Switzerland,0.11982999999999999,18,2023-12-08,Friday
2023-12-08 19:00:00,2023-12-08 20:00:00,115.69,Switzerland,0.11569,19,2023-12-08,Friday
2023-12-08 20:00:00,2023-12-08 21:00:00,111.68,Switzerland,0.11168,20,2023-12-08,Friday
2023-12-08 21:00:00,2023-12-08 22:00:00,108.72,Switzerland,0.10872,21,2023-12-08,Friday
2023-12-08 22:00:00,2023-12-08 23:00:00,107.75,Switzerland,0.10775,22,2023-12-08,Friday
2023-12-08 23:00:00,2023-12-09 00:00:00,106.43,Switzerland,0.10643000000000001,23,2023-12-08,Friday
2023-12-06 00:00:00,2023-12-06 01:00:00,96.47,∅ DE/LU neighbours,0.09647,0,2023-12-06,Wednesday
2023-12-06 01:00:00,2023-12-06 02:00:00,94.24,∅ DE/LU neighbours,0.09423999999999999,1,2023-12-06,Wednesday
2023-12-06 02:00:00,2023-12-06 03:00:00,93.3,∅ DE/LU neighbours,0.0933,2,2023-12-06,Wednesday
2023-12-06 03:00:00,2023-12-06 04:00:00,92.12,∅ DE/LU neighbours,0.09212000000000001,3,2023-12-06,Wednesday
2023-12-06 04:00:00,2023-12-06 05:00:00,91.72,∅ DE/LU neighbours,0.09172,4,2023-12-06,Wednesday
2023-12-06 05:00:00,2023-12-06 06:00:00,94.96,∅ DE/LU neighbours,0.09495999999999999,5,2023-12-06,Wednesday
2023-12-06 06:00:00,2023-12-06 07:00:00,108.45,∅ DE/LU neighbours,0.10845,6,2023-12-06,Wednesday
2023-12-06 07:00:00,2023-12-06 08:00:00,134.78,∅ DE/LU neighbours,0.13478,7,2023-12-06,Wednesday
2023-12-06 08:00:00,2023-12-06 09:00:00,166.58,∅ DE/LU neighbours,0.16658,8,2023-12-06,Wednesday
2023-12-06 09:00:00,2023-12-06 10:00:00,166.3,∅ DE/LU neighbours,0.1663,9,2023-12-06,Wednesday
2023-12-06 10:00:00,2023-12-06 11:00:00,151.84,∅ DE/LU neighbours,0.15184,10,2023-12-06,Wednesday
2023-12-06 11:00:00,2023-12-06 12:00:00,147.55,∅ DE/LU neighbours,0.14755000000000001,11,2023-12-06,Wednesday
2023-12-06 12:00:00,2023-12-06 13:00:00,142.02,∅ DE/LU neighbours,0.14202,12,2023-12-06,Wednesday
2023-12-06 13:00:00,2023-12-06 14:00:00,137.09,∅ DE/LU neighbours,0.13709,13,2023-12-06,Wednesday
2023-12-06 14:00:00,2023-12-06 15:00:00,139.91,∅ DE/LU neighbours,0.13991,14,2023-12-06,Wednesday
2023-12-06 15:00:00,2023-12-06 16:00:00,145.46,∅ DE/LU neighbours,0.14546,15,2023-12-06,Wednesday
2023-12-06 16:00:00,2023-12-06 17:00:00,162.8,∅ DE/LU neighbours,0.1628,16,2023-12-06,Wednesday
2023-12-06 17:00:00,2023-12-06 18:00:00,175.95,∅ DE/LU neighbours,0.17595,17,2023-12-06,Wednesday
2023-12-06 18:00:00,2023-12-06 19:00:00,164.36,∅ DE/LU neighbours,0.16436,18,2023-12-06,Wednesday
2023-12-06 19:00:00,2023-12-06 20:00:00,149.41,∅ DE/LU neighbours,0.14941,19,2023-12-06,Wednesday
2023-12-06 20:00:00,2023-12-06 21:00:00,130.04,∅ DE/LU neighbours,0.13004,20,2023-12-06,Wednesday
2023-12-06 21:00:00,2023-12-06 22:00:00,115.85,∅ DE/LU neighbours,0.11585,21,2023-12-06,Wednesday
2023-12-06 22:00:00,2023-12-06 23:00:00,107.49,∅ DE/LU neighbours,0.10748999999999999,22,2023-12-06,Wednesday
2023-12-06 23:00:00,2023-12-07 00:00:00,100.47,∅ DE/LU neighbours,0.10047,23,2023-12-06,Wednesday
2023-12-07 00:00:00,2023-12-07 01:00:00,98.86,∅ DE/LU neighbours,0.09886,0,2023-12-07,Thursday
2023-12-07 01:00:00,2023-12-07 02:00:00,97.4,∅ DE/LU neighbours,0.0974,1,2023-12-07,Thursday
2023-12-07 02:00:00,2023-12-07 03:00:00,96.46,∅ DE/LU neighbours,0.09645999999999999,2,2023-12-07,Thursday
2023-12-07 03:00:00,2023-12-07 04:00:00,91.97,∅ DE/LU neighbours,0.09197,3,2023-12-07,Thursday
2023-12-07 04:00:00,2023-12-07 05:00:00,90.45,∅ DE/LU neighbours,0.09045,4,2023-12-07,Thursday
2023-12-07 05:00:00,2023-12-07 06:00:00,95.33,∅ DE/LU neighbours,0.09533,5,2023-12-07,Thursday
2023-12-07 06:00:00,2023-12-07 07:00:00,112.46,∅ DE/LU neighbours,0.11245999999999999,6,2023-12-07,Thursday
2023-12-07 07:00:00,2023-12-07 08:00:00,130.45,∅ DE/LU neighbours,0.13044999999999998,7,2023-12-07,Thursday
2023-12-07 08:00:00,2023-12-07 09:00:00,149.91,∅ DE/LU neighbours,0.14991,8,2023-12-07,Thursday
2023-12-07 09:00:00,2023-12-07 10:00:00,137.92,∅ DE/LU neighbours,0.13792,9,2023-12-07,Thursday
2023-12-07 10:00:00,2023-12-07 11:00:00,129.35,∅ DE/LU neighbours,0.12935,10,2023-12-07,Thursday
2023-12-07 11:00:00,2023-12-07 12:00:00,127.42,∅ DE/LU neighbours,0.12742,11,2023-12-07,Thursday
2023-12-07 12:00:00,2023-12-07 13:00:00,124.57,∅ DE/LU neighbours,0.12456999999999999,12,2023-12-07,Thursday
2023-12-07 13:00:00,2023-12-07 14:00:00,123.3,∅ DE/LU neighbours,0.12329999999999999,13,2023-12-07,Thursday
2023-12-07 14:00:00,2023-12-07 15:00:00,123.68,∅ DE/LU neighbours,0.12368000000000001,14,2023-12-07,Thursday
2023-12-07 15:00:00,2023-12-07 16:00:00,125.58,∅ DE/LU neighbours,0.12558,15,2023-12-07,Thursday
2023-12-07 16:00:00,2023-12-07 17:00:00,126.98,∅ DE/LU neighbours,0.12698,16,2023-12-07,Thursday
2023-12-07 17:00:00,2023-12-07 18:00:00,127.78,∅ DE/LU neighbours,0.12778,17,2023-12-07,Thursday
2023-12-07 18:00:00,2023-12-07 19:00:00,125.01,∅ DE/LU neighbours,0.12501,18,2023-12-07,Thursday
2023-12-07 19:00:00,2023-12-07 20:00:00,112.43,∅ DE/LU neighbours,0.11243,19,2023-12-07,Thursday
2023-12-07 20:00:00,2023-12-07 21:00:00,107.66,∅ DE/LU neighbours,0.10765999999999999,20,2023-12-07,Thursday
2023-12-07 21:00:00,2023-12-07 22:00:00,102.54,∅ DE/LU neighbours,0.10254,21,2023-12-07,Thursday
2023-12-07 22:00:00,2023-12-07 23:00:00,100.59,∅ DE/LU neighbours,0.10059,22,2023-12-07,Thursday
2023-12-07 23:00:00,2023-12-08 00:00:00,88.83,∅ DE/LU neighbours,0.08882999999999999,23,2023-12-07,Thursday
2023-12-08 00:00:00,2023-12-08 01:00:00,88.59,∅ DE/LU neighbours,0.08859,0,2023-12-08,Friday
2023-12-08 01:00:00,2023-12-08 02:00:00,85.72,∅ DE/LU neighbours,0.08572,1,2023-12-08,Friday
2023-12-08 02:00:00,2023-12-08 03:00:00,83.98,∅ DE/LU neighbours,0.08398,2,2023-12-08,Friday
2023-12-08 03:00:00,2023-12-08 04:00:00,82.48,∅ DE/LU neighbours,0.08248,3,2023-12-08,Friday
2023-12-08 04:00:00,2023-12-08 05:00:00,82.56,∅ DE/LU neighbours,0.08256000000000001,4,2023-12-08,Friday
2023-12-08 05:00:00,2023-12-08 06:00:00,88.82,∅ DE/LU neighbours,0.08882,5,2023-12-08,Friday
2023-12-08 06:00:00,2023-12-08 07:00:00,103.51,∅ DE/LU neighbours,0.10351,6,2023-12-08,Friday
2023-12-08 07:00:00,2023-12-08 08:00:00,112.25,∅ DE/LU neighbours,0.11225,7,2023-12-08,Friday
2023-12-08 08:00:00,2023-12-08 09:00:00,116.54,∅ DE/LU neighbours,0.11654,8,2023-12-08,Friday
2023-12-08 09:00:00,2023-12-08 10:00:00,120.15,∅ DE/LU neighbours,0.12015,9,2023-12-08,Friday
2023-12-08 10:00:00,2023-12-08 11:00:00,119.37,∅ DE/LU neighbours,0.11937,10,2023-12-08,Friday
2023-12-08 11:00:00,2023-12-08 12:00:00,119.13,∅ DE/LU neighbours,0.11913,11,2023-12-08,Friday
2023-12-08 12:00:00,2023-12-08 13:00:00,118.1,∅ DE/LU neighbours,0.1181,12,2023-12-08,Friday
2023-12-08 13:00:00,2023-12-08 14:00:00,115.27,∅ DE/LU neighbours,0.11527,13,2023-12-08,Friday
2023-12-08 14:00:00,2023-12-08 15:00:00,115.42,∅ DE/LU neighbours,0.11542,14,2023-12-08,Friday
2023-12-08 15:00:00,2023-12-08 16:00:00,114.75,∅ DE/LU neighbours,0.11475,15,2023-12-08,Friday
2023-12-08 16:00:00,2023-12-08 17:00:00,114.64,∅ DE/LU neighbours,0.11464,16,2023-12-08,Friday
2023-12-08 17:00:00,2023-12-08 18:00:00,118.69,∅ DE/LU neighbours,0.11869,17,2023-12-08,Friday
2023-12-08 18:00:00,2023-12-08 19:00:00,117.86,∅ DE/LU neighbours,0.11785999999999999,18,2023-12-08,Friday
2023-12-08 19:00:00,2023-12-08 20:00:00,109.53,∅ DE/LU neighbours,0.10953,19,2023-12-08,Friday
2023-12-08 20:00:00,2023-12-08 21:00:00,104.6,∅ DE/LU neighbours,0.1046,20,2023-12-08,Friday
2023-12-08 21:00:00,2023-12-08 22:00:00,98.13,∅ DE/LU neighbours,0.09813,21,2023-12-08,Friday
2023-12-08 22:00:00,2023-12-08 23:00:00,96.09,∅ DE/LU neighbours,0.09609000000000001,22,2023-12-08,Friday
2023-12-08 23:00:00,2023-12-09 00:00:00,88.29,∅ DE/LU neighbours,0.08829000000000001,23,2023-12-08,Friday
