start_time,end_time,price_eur_per_mwh,zone,price_eur_per_kwh,hour_of_day,date,weekday
2023-12-06 08:00:00,2023-12-06 09:00:00,147.38,Poland,0.14737999999999998,8,2023-12-06,Wednesday
2023-12-06 09:00:00,2023-12-06 10:00:00,147.97,Poland,0.14797,9,2023-12-06,Wednesday
2023-12-06 10:00:00,2023-12-06 11:00:00,148.9,Poland,0.1489,10,2023-12-06,Wednesday
2023-12-06 11:00:00,2023-12-06 12:00:00,146.29,Poland,0.14629,11,2023-12-06,Wednesday
2023-12-06 12:00:00,2023-12-06 13:00:00,147.13,Poland,0.14712999999999998,12,2023-12-06,Wednesday
2023-12-06 13:00:00,2023-12-06 14:00:00,144.5,Poland,0.1445,13,2023-12-06,Wednesday
2023-12-06 14:00:00,2023-12-06 15:00:00,142.29,Poland,0.14229,14,2023-12-06,Wednesday
2023-12-06 15:00:00,2023-12-06 16:00:00,143.99,Poland,0.14399,15,2023-12-06,Wednesday
2023-12-06 16:00:00,2023-12-06 17:00:00,151.95,Poland,0.15195,16,2023-12-06,Wednesday
2023-12-06 17:00:00,2023-12-06 18:00:00,149.01,Poland,0.14901,17,2023-12-06,Wednesday
2023-12-06 18:00:00,2023-12-06 19:00:00,144.41,Poland,0.14440999999999998,18,2023-12-06,Wednesday
2023-12-06 19:00:00,2023-12-06 20:00:00,139.15,Poland,0.13915,19,2023-12-06,Wednesday
2023-12-06 20:00:00,2023-12-06 21:00:00,129.91,Poland,0.12991,20,2023-12-06,Wednesday
2023-12-06 21:00:00,2023-12-06 22:00:00,115.68,Poland,0.11568,21,2023-12-06,Wednesday
2023-12-06 22:00:00,2023-12-06 23:00:00,107.33,Poland,0.10733,22,2023-12-06,Wednesday
2023-12-06 23:00:00,2023-12-07 00:00:00,100.44,Poland,0.10044,23,2023-12-06,Wednesday
2023-12-07 00:00:00,2023-12-07 01:00:00,99.2,Poland,0.0992,0,2023-12-07,Thursday
2023-12-07 01:00:00,2023-12-07 02:00:00,97.85,Poland,0.09784999999999999,1,2023-12-07,Thursday
2023-12-07 02:00:00,2023-12-07 03:00:00,96.86,Poland,0.09686,2,2023-12-07,Thursday
2023-12-07 03:00:00,2023-12-07 04:00:00,91.81,Poland,0.09181,3,2023-12-07,Thursday
2023-12-07 04:00:00,2023-12-07 05:00:00,89.92,Poland,0.08992,4,2023-12-07,Thursday
2023-12-07 05:00:00,2023-12-07 06:00:00,94.53,Poland,0.09453,5,2023-12-07,Thursday
2023-12-07 06:00:00,2023-12-07 07:00:00,116.9,Poland,0.1169,6,2023-12-07,Thursday
2023-12-07 07:00:00,2023-12-07 08:00:00,132.03,Poland,0.13203,7,2023-12-07,Thursday
2023-12-07 08:00:00,2023-12-07 09:00:00,150.0,Poland,0.15,8,2023-12-07,Thursday
2023-12-07 09:00:00,2023-12-07 10:00:00,137.7,Poland,0.1377,9,2023-12-07,Thursday
2023-12-07 10:00:00,2023-12-07 11:00:00,134.36,Poland,0.13436,10,2023-12-07,Thursday
2023-12-07 11:00:00,2023-12-07 12:00:00,138.17,Poland,0.13817,11,2023-12-07,Thursday
2023-12-07 12:00:00,2023-12-07 13:00:00,140.64,Poland,0.14064,12,2023-12-07,Thursday
2023-12-07 13:00:00,2023-12-07 14:00:00,138.35,Poland,0.13835,13,2023-12-07,Thursday
2023-12-07 14:00:00,2023-12-07 15:00:00,138.08,Poland,0.13808,14,2023-12-07,Thursday
2023-12-07 15:00:00,2023-12-07 16:00:00,138.02,Poland,0.13802,15,2023-12-07,Thursday
2023-12-07 16:00:00,2023-12-07 17:00:00,152.86,Poland,0.15286000000000002,16,2023-12-07,Thursday
2023-12-07 17:00:00,2023-12-07 18:00:00,149.28,Poland,0.14928,17,2023-12-07,Thursday
2023-12-07 18:00:00,2023-12-07 19:00:00,153.02,Poland,0.15302000000000002,18,2023-12-07,Thursday
2023-12-07 19:00:00,2023-12-07 20:00:00,159.09,Poland,0.15909,19,2023-12-07,Thursday
2023-12-07 20:00:00,2023-12-07 21:00:00,150.15,Poland,0.15015,20,2023-12-07,Thursday
2023-12-07 21:00:00,2023-12-07 22:00:00,127.48,Poland,0.12748,21,2023-12-07,Thursday
2023-12-07 22:00:00,2023-12-07 23:00:00,119.35,Poland,0.11935,22,2023-12-07,Thursday
2023-12-07 23:00:00,2023-12-08 00:00:00,87.08,Poland,0.08708,23,2023-12-07,Thursday
2023-12-08 00:00:00,2023-12-08 01:00:00,87.87,Poland,0.08787,0,2023-12-08,Friday
2023-12-08 01:00:00,2023-12-08 02:00:00,92.33,Poland,0.09233,1,2023-12-08,Friday
2023-12-08 02:00:00,2023-12-08 03:00:00,92.33,Poland,0.09233,2,2023-12-08,Friday
2023-12-08 03:00:00,2023-12-08 04:00:00,92.09,Poland,0.09209,3,2023-12-08,Friday
2023-12-08 04:00:00,2023-12-08 05:00:00,90.12,Poland,0.09012,4,2023-12-08,Friday
2023-12-08 05:00:00,2023-12-08 06:00:00,91.9,Poland,0.09190000000000001,5,2023-12-08,Friday
2023-12-08 06:00:00,2023-12-08 07:00:00,123.24,Poland,0.12323999999999999,6,2023-12-08,Friday
2023-12-08 07:00:00,2023-12-08 08:00:00,143.55,Poland,0.14355,7,2023-12-08,Friday
2023-12-08 08:00:00,2023-12-08 09:00:00,140.0,Poland,0.14,8,2023-12-08,Friday
2023-12-08 09:00:00,2023-12-08 10:00:00,131.57,Poland,0.13157,9,2023-12-08,Friday
2023-12-08 10:00:00,2023-12-08 11:00:00,124.32,Poland,0.12432,10,2023-12-08,Friday
2023-12-08 11:00:00,2023-12-08 12:00:00,128.05,Poland,0.12805000000000002,11,2023-12-08,Friday
2023-12-08 12:00:00,2023-12-08 13:00:00,130.42,Poland,0.13041999999999998,12,2023-12-08,Friday
2023-12-08 13:00:00,2023-12-08 14:00:00,138.56,Poland,0.13856,13,2023-12-08,Friday
2023-12-08 14:00:00,2023-12-08 15:00:00,132.65,Poland,0.13265000000000002,14,2023-12-08,Friday
2023-12-08 15:00:00,2023-12-08 16:00:00,129.37,Poland,0.12937,15,2023-12-08,Friday
2023-12-08 16:00:00,2023-12-08 17:00:00,136.21,Poland,0.13621,16,2023-12-08,Friday
2023-12-08 17:00:00,2023-12-08 18:00:00,129.24,Poland,0.12924000000000002,17,2023-12-08,Friday
2023-12-08 18:00:00,2023-12-08 19:00:00,118.6,Poland,0.1186,18,2023-12-08,Friday
2023-12-08 19:00:00,2023-12-08 20:00:00,134.43,Poland,0.13443,19,2023-12-08,Friday
2023-12-08 20:00:00,2023-12-08 21:00:00,115.41,Poland,0.11541,20,2023-12-08,Friday
2023-12-08 21:00:00,2023-12-08 22:00:00,101.12,Poland,0.10112,21,2023-12-08,Friday
2023-12-08 22:00:00,2023-12-08 23:00:00,101.58,Poland,0.10158,22,2023-12-08,Friday
2023-12-08 23:00:00,2023-12-09 00:00:00,90.58,Poland,0.09058,23,2023-12-08,Friday
2023-12-06 00:00:00,2023-12-06 01:00:00,94.97,Slovenia,0.09497,0,2023-12-06,Wednesday
2023-12-06 01:00:00,2023-12-06 02:00:00,93.1,Slovenia,0.09309999999999999,1,2023-12-06,Wednesday
2023-12-06 02:00:00,2023-12-06 03:00:00,92.57,Slovenia,0.09257,2,2023-12-06,Wednesday
2023-12-06 03:00:00,2023-12-06 04:00:00,90.96,Slovenia,0.09096,3,2023-12-06,Wednesday
2023-12-06 04:00:00,2023-12-06 05:00:00,90.59,Slovenia,0.09059,4,2023-12-06,Wednesday
2023-12-06 05:00:00,2023-12-06 06:00:00,93.89,Slovenia,0.09389,5,2023-12-06,Wednesday
2023-12-06 06:00:00,2023-12-06 07:00:00,108.54,Slovenia,0.10854000000000001,6,2023-12-06,Wednesday
2023-12-06 07:00:00,2023-12-06 08:00:00,133.77,Slovenia,0.13377,7,2023-12-06,Wednesday
2023-12-06 08:00:00,2023-12-06 09:00:00,167.0,Slovenia,0.167,8,2023-12-06,Wednesday
2023-12-06 09:00:00,2023-12-06 10:00:00,166.54,Slovenia,0.16654,9,2023-12-06,Wednesday
2023-12-06 10:00:00,2023-12-06 11:00:00,150.0,Slovenia,0.15,10,2023-12-06,Wednesday
2023-12-06 11:00:00,2023-12-06 12:00:00,146.29,Slovenia,0.14629,11,2023-12-06,Wednesday
2023-12-06 12:00:00,2023-12-06 13:00:00,143.86,Slovenia,0.14386000000000002,12,2023-12-06,Wednesday
2023-12-06 13:00:00,2023-12-06 14:00:00,139.49,Slovenia,0.13949,13,2023-12-06,Wednesday
2023-12-06 14:00:00,2023-12-06 15:00:00,140.22,Slovenia,0.14022,14,2023-12-06,Wednesday
2023-12-06 15:00:00,2023-12-06 16:00:00,143.99,Slovenia,0.14399,15,2023-12-06,Wednesday
2023-12-06 16:00:00,2023-12-06 17:00:00,164.0,Slovenia,0.164,16,2023-12-06,Wednesday
2023-12-06 17:00:00,2023-12-06 18:00:00,178.07,Slovenia,0.17807,17,2023-12-06,Wednesday
2023-12-06 18:00:00,2023-12-06 19:00:00,165.28,Slovenia,0.16528,18,2023-12-06,Wednesday
2023-12-06 19:00:00,2023-12-06 20:00:00,149.93,Slovenia,0.14993,19,2023-12-06,Wednesday
2023-12-06 20:00:00,2023-12-06 21:00:00,129.91,Slovenia,0.12991,20,2023-12-06,Wednesday
2023-12-06 21:00:00,2023-12-06 22:00:00,115.68,Slovenia,0.11568,21,2023-12-06,Wednesday
2023-12-06 22:00:00,2023-12-06 23:00:00,107.33,Slovenia,0.10733,22,2023-12-06,Wednesday
2023-12-06 23:00:00,2023-12-07 00:00:00,100.44,Slovenia,0.10044,23,2023-12-06,Wednesday
2023-12-07 00:00:00,2023-12-07 01:00:00,99.2,Slovenia,0.0992,0,2023-12-07,Thursday
2023-12-07 01:00:00,2023-12-07 02:00:00,97.85,Slovenia,0.09784999999999999,1,2023-12-07,Thursday
2023-12-07 02:00:00,2023-12-07 03:00:00,96.86,Slovenia,0.09686,2,2023-12-07,Thursday
2023-12-07 03:00:00,2023-12-07 04:00:00,91.81,Slovenia,0.09181,3,2023-12-07,Thursday
2023-12-07 04:00:00,2023-12-07 05:00:00,89.92,Slovenia,0.08992,4,2023-12-07,Thursday
2023-12-07 05:00:00,2023-12-07 06:00:00,94.53,Slovenia,0.09453,5,2023-12-07,Thursday
2023-12-07 06:00:00,2023-12-07 07:00:00,114.85,Slovenia,0.11485,6,2023-12-07,Thursday
2023-12-07 07:00:00,2023-12-07 08:00:00,131.12,Slovenia,0.13112000000000001,7,2023-12-07,Thursday
2023-12-07 08:00:00,2023-12-07 09:00:00,150.0,Slovenia,0.15,8,2023-12-07,Thursday
2023-12-07 09:00:00,2023-12-07 10:00:00,137.7,Slovenia,0.1377,9,2023-12-07,Thursday
2023-12-07 10:00:00,2023-12-07 11:00:00,131.84,Slovenia,0.13184,10,2023-12-07,Thursday
2023-12-07 11:00:00,2023-12-07 12:00:00,132.44,Slovenia,0.13244,11,2023-12-07,Thursday
2023-12-07 12:00:00,2023-12-07 13:00:00,132.12,Slovenia,0.13212000000000002,12,2023-12-07,Thursday
2023-12-07 13:00:00,2023-12-07 14:00:00,129.7,Slovenia,0.12969999999999998,13,2023-12-07,Thursday
2023-12-07 14:00:00,2023-12-07 15:00:00,129.05,Slovenia,0.12905,14,2023-12-07,Thursday
2023-12-07 15:00:00,2023-12-07 16:00:00,129.12,Slovenia,0.12912,15,2023-12-07,Thursday
2023-12-07 16:00:00,2023-12-07 17:00:00,134.0,Slovenia,0.134,16,2023-12-07,Thursday
2023-12-07 17:00:00,2023-12-07 18:00:00,131.17,Slovenia,0.13116999999999998,17,2023-12-07,Thursday
2023-12-07 18:00:00,2023-12-07 19:00:00,130.68,Slovenia,0.13068000000000002,18,2023-12-07,Thursday
2023-12-07 19:00:00,2023-12-07 20:00:00,121.88,Slovenia,0.12188,19,2023-12-07,Thursday
2023-12-07 20:00:00,2023-12-07 21:00:00,116.24,Slovenia,0.11624,20,2023-12-07,Thursday
2023-12-07 21:00:00,2023-12-07 22:00:00,107.38,Slovenia,0.10737999999999999,21,2023-12-07,Thursday
2023-12-07 22:00:00,2023-12-07 23:00:00,103.42,Slovenia,0.10342,22,2023-12-07,Thursday
2023-12-07 23:00:00,2023-12-08 00:00:00,87.08,Slovenia,0.08708,23,2023-12-07,Thursday
2023-12-08 00:00:00,2023-12-08 01:00:00,87.09,Slovenia,0.08709,0,2023-12-08,Friday
2023-12-08 01:00:00,2023-12-08 02:00:00,83.26,Slovenia,0.08326,1,2023-12-08,Friday
2023-12-08 02:00:00,2023-12-08 03:00:00,81.43,Slovenia,0.08143,2,2023-12-08,Friday
2023-12-08 03:00:00,2023-12-08 04:00:00,79.52,Slovenia,0.07952,3,2023-12-08,Friday
2023-12-08 04:00:00,2023-12-08 05:00:00,80.0,Slovenia,0.08,4,2023-12-08,Friday
2023-12-08 05:00:00,2023-12-08 06:00:00,87.04,Slovenia,0.08704,5,2023-12-08,Friday
2023-12-08 06:00:00,2023-12-08 07:00:00,107.2,Slovenia,0.1072,6,2023-12-08,Friday
2023-12-08 07:00:00,2023-12-08 08:00:00,116.61,Slovenia,0.11661,7,2023-12-08,Friday
2023-12-08 08:00:00,2023-12-08 09:00:00,120.13,Slovenia,0.12013,8,2023-12-08,Friday
2023-12-08 09:00:00,2023-12-08 10:00:00,122.54,Slovenia,0.12254000000000001,9,2023-12-08,Friday
2023-12-08 10:00:00,2023-12-08 11:00:00,120.41,Slovenia,0.12041,10,2023-12-08,Friday
2023-12-08 11:00:00,2023-12-08 12:00:00,120.67,Slovenia,0.12067,11,2023-12-08,Friday
2023-12-08 12:00:00,2023-12-08 13:00:00,120.29,Slovenia,0.12029000000000001,12,2023-12-08,Friday
2023-12-08 13:00:00,2023-12-08 14:00:00,118.84,Slovenia,0.11884,13,2023-12-08,Friday
2023-12-08 14:00:00,2023-12-08 15:00:00,119.53,Slovenia,0.11953,14,2023-12-08,Friday
2023-12-08 15:00:00,2023-12-08 16:00:00,118.19,Slovenia,0.11819,15,2023-12-08,Friday
2023-12-08 16:00:00,2023-12-08 17:00:00,118.99,Slovenia,0.11899,16,2023-12-08,Friday
2023-12-08 17:00:00,2023-12-08 18:00:00,120.96,Slovenia,0.12096,17,2023-12-08,Friday
2023-12-08 18:00:00,2023-12-08 19:00:00,118.6,Slovenia,0.1186,18,2023-12-08,Friday
2023-12-08 19:00:00,2023-12-08 20:00:00,114.82,Slovenia,0.11481999999999999,19,2023-12-08,Friday
2023-12-08 20:00:00,2023-12-08 21:00:00,108.06,Slovenia,0.10806,20,2023-12-08,Friday
2023-12-08 21:00:00,2023-12-08 22:00:00,101.12,Slovenia,0.10112,21,2023-12-08,Friday
2023-12-08 22:00:00,2023-12-08 23:00:00,101.19,Slovenia,0.10119,22,2023-12-08,Friday
2023-12-08 23:00:00,2023-12-09 00:00:00,90.58,Slovenia,0.09058,23,2023-12-08,Friday
2023-12-06 00:00:00,2023-12-06 01:00:00,97.31,Sweden 4,0.09731000000000001,0,2023-12-06,Wednesday
2023-12-06 01:00:00,2023-12-06 02:00:00,94.85,Sweden 4,0.09484999999999999,1,2023-12-06,Wednesday
2023-12-06 02:00:00,2023-12-06 03:00:00,93.66,Sweden 4,0.09366,2,2023-12-06,Wednesday
2023-12-06 03:00:00,2023-12-06 04:00:00,93.2,Sweden 4,0.0932,3,2023-12-06,Wednesday
2023-12-06 04:00:00,2023-12-06 05:00:00,92.82,Sweden 4,0.09282,4,2023-12-06,Wednesday
2023-12-06 05:00:00,2023-12-06 06:00:00,95.33,Sweden 4,0.09533,5,2023-12-06,Wednesday
2023-12-06 06:00:00,2023-12-06 07:00:00,106.94,Sweden 4,0.10694,6,2023-12-06,Wednesday
2023-12-06 07:00:00,2023-12-06 08:00:00,137.15,Sweden 4,0.13715,7,2023-12-06,Wednesday
2023-12-06 08:00:00,2023-12-06 09:00:00,171.99,Sweden 4,0.17199,8,2023-12-06,Wednesday
2023-12-06 09:00:00,2023-12-06 10:00:00,171.52,Sweden 4,0.17152,9,2023-12-06,Wednesday
2023-12-06 10:00:00,2023-12-06 11:00:00,154.48,Sweden 4,0.15447999999999998,10,2023-12-06,Wednesday
2023-12-06 11:00:00,2023-12-06 12:00:00,149.88,Sweden 4,0.14987999999999999,11,2023-12-06,Wednesday
2023-12-06 12:00:00,2023-12-06 13:00:00,149.69,Sweden 4,0.14969,12,2023-12-06,Wednesday
2023-12-06 13:00:00,2023-12-06 14:00:00,144.5,Sweden 4,0.1445,13,2023-12-06,Wednesday
2023-12-06 14:00:00,2023-12-06 15:00:00,143.96,Sweden 4,0.14396,14,2023-12-06,Wednesday
2023-12-06 15:00:00,2023-12-06 16:00:00,147.53,Sweden 4,0.14753,15,2023-12-06,Wednesday
2023-12-06 16:00:00,2023-12-06 17:00:00,164.0,Sweden 4,0.164,16,2023-12-06,Wednesday
2023-12-06 17:00:00,2023-12-06 18:00:00,178.07,Sweden 4,0.17807,17,2023-12-06,Wednesday
2023-12-06 18:00:00,2023-12-06 19:00:00,165.28,Sweden 4,0.16528,18,2023-12-06,Wednesday
2023-12-06 19:00:00,2023-12-06 20:00:00,149.93,Sweden 4,0.14993,19,2023-12-06,Wednesday
2023-12-06 20:00:00,2023-12-06 21:00:00,129.91,Sweden 4,0.12991,20,2023-12-06,Wednesday
2023-12-06 21:00:00,2023-12-06 22:00:00,115.68,Sweden 4,0.11568,21,2023-12-06,Wednesday
2023-12-06 22:00:00,2023-12-06 23:00:00,104.75,Sweden 4,0.10475,22,2023-12-06,Wednesday
2023-12-06 23:00:00,2023-12-07 00:00:00,98.03,Sweden 4,0.09803,23,2023-12-06,Wednesday
2023-12-07 00:00:00,2023-12-07 01:00:00,96.82,Sweden 4,0.09681999999999999,0,2023-12-07,Thursday
2023-12-07 01:00:00,2023-12-07 02:00:00,95.5,Sweden 4,0.0955,1,2023-12-07,Thursday
2023-12-07 02:00:00,2023-12-07 03:00:00,94.53,Sweden 4,0.09453,2,2023-12-07,Thursday
2023-12-07 03:00:00,2023-12-07 04:00:00,89.99,Sweden 4,0.08999,3,2023-12-07,Thursday
2023-12-07 04:00:00,2023-12-07 05:00:00,89.57,Sweden 4,0.08957,4,2023-12-07,Thursday
2023-12-07 05:00:00,2023-12-07 06:00:00,93.39,Sweden 4,0.09339,5,2023-12-07,Thursday
2023-12-07 06:00:00,2023-12-07 07:00:00,116.58,Sweden 4,0.11658,6,2023-12-07,Thursday
2023-12-07 07:00:00,2023-12-07 08:00:00,131.22,Sweden 4,0.13122,7,2023-12-07,Thursday
2023-12-07 08:00:00,2023-12-07 09:00:00,150.0,Sweden 4,0.15,8,2023-12-07,Thursday
2023-12-07 09:00:00,2023-12-07 10:00:00,137.7,Sweden 4,0.1377,9,2023-12-07,Thursday
2023-12-07 10:00:00,2023-12-07 11:00:00,134.36,Sweden 4,0.13436,10,2023-12-07,Thursday
2023-12-07 11:00:00,2023-12-07 12:00:00,138.17,Sweden 4,0.13817,11,2023-12-07,Thursday
2023-12-07 12:00:00,2023-12-07 13:00:00,137.99,Sweden 4,0.13799,12,2023-12-07,Thursday
2023-12-07 13:00:00,2023-12-07 14:00:00,138.35,Sweden 4,0.13835,13,2023-12-07,Thursday
2023-12-07 14:00:00,2023-12-07 15:00:00,138.08,Sweden 4,0.13808,14,2023-12-07,Thursday
2023-12-07 15:00:00,2023-12-07 16:00:00,138.02,Sweden 4,0.13802,15,2023-12-07,Thursday
2023-12-07 16:00:00,2023-12-07 17:00:00,133.87,Sweden 4,0.13387000000000002,16,2023-12-07,Thursday
2023-12-07 17:00:00,2023-12-07 18:00:00,128.59,Sweden 4,0.12859,17,2023-12-07,Thursday
2023-12-07 18:00:00,2023-12-07 19:00:00,120.35,Sweden 4,0.12035,18,2023-12-07,Thursday
2023-12-07 19:00:00,2023-12-07 20:00:00,104.14,Sweden 4,0.10414,19,2023-12-07,Thursday
2023-12-07 20:00:00,2023-12-07 21:00:00,100.36,Sweden 4,0.10036,20,2023-12-07,Thursday
2023-12-07 21:00:00,2023-12-07 22:00:00,97.0,Sweden 4,0.097,21,2023-12-07,Thursday
2023-12-07 22:00:00,2023-12-07 23:00:00,96.42,Sweden 4,0.09642,22,2023-12-07,Thursday
2023-12-07 23:00:00,2023-12-08 00:00:00,87.08,Sweden 4,0.08708,23,2023-12-07,Thursday
2023-12-08 00:00:00,2023-12-08 01:00:00,87.09,Sweden 4,0.08709,0,2023-12-08,Friday
2023-12-08 01:00:00,2023-12-08 02:00:00,83.26,Sweden 4,0.08326,1,2023-12-08,Friday
2023-12-08 02:00:00,2023-12-08 03:00:00,81.43,Sweden 4,0.08143,2,2023-12-08,Friday
2023-12-08 03:00:00,2023-12-08 04:00:00,79.52,Sweden 4,0.07952,3,2023-12-08,Friday
2023-12-08 04:00:00,2023-12-08 05:00:00,80.0,Sweden 4,0.08,4,2023-12-08,Friday
2023-12-08 05:00:00,2023-12-08 06:00:00,87.04,Sweden 4,0.08704,5,2023-12-08,Friday
2023-12-08 06:00:00,2023-12-08 07:00:00,99.69,Sweden 4,0.09969,6,2023-12-08,Friday
2023-12-08 07:00:00,2023-12-08 08:00:00,107.29,Sweden 4,0.10729000000000001,7,2023-12-08,Friday
2023-12-08 08:00:00,2023-12-08 09:00:00,112.65,Sweden 4,0.11265,8,2023-12-08,Friday
2023-12-08 09:00:00,2023-12-08 10:00:00,118.52,Sweden 4,0.11852,9,2023-12-08,Friday
2023-12-08 10:00:00,2023-12-08 11:00:00,118.75,Sweden 4,0.11875,10,2023-12-08,Friday
2023-12-08 11:00:00,2023-12-08 12:00:00,118.02,Sweden 4,0.11802,11,2023-12-08,Friday
2023-12-08 12:00:00,2023-12-08 13:00:00,116.66,Sweden 4,0.11666,12,2023-12-08,Friday
2023-12-08 13:00:00,2023-12-08 14:00:00,111.78,Sweden 4,0.11178,13,2023-12-08,Friday
2023-12-08 14:00:00,2023-12-08 15:00:00,112.87,Sweden 4,0.11287,14,2023-12-08,Friday
2023-12-08 15:00:00,2023-12-08 16:00:00,115.75,Sweden 4,0.11575,15,2023-12-08,Friday
2023-12-08 16:00:00,2023-12-08 17:00:00,113.35,Sweden 4,0.11334999999999999,16,2023-12-08,Friday
2023-12-08 17:00:00,2023-12-08 18:00:00,117.63,Sweden 4,0.11763,17,2023-12-08,Friday
2023-12-08 18:00:00,2023-12-08 19:00:00,115.75,Sweden 4,0.11575,18,2023-12-08,Friday
2023-12-08 19:00:00,2023-12-08 20:00:00,103.03,Sweden 4,0.10303,19,2023-12-08,Friday
2023-12-08 20:00:00,2023-12-08 21:00:00,94.9,Sweden 4,0.09490000000000001,20,2023-12-08,Friday
2023-12-08 21:00:00,2023-12-08 22:00:00,82.44,Sweden 4,0.08244,21,2023-12-08,Friday
2023-12-08 22:00:00,2023-12-08 23:00:00,73.22,Sweden 4,0.07322,22,2023-12-08,Friday
2023-12-08 23:00:00,2023-12-09 00:00:00,69.99,Sweden 4,0.06999,23,2023-12-08,Friday
2023-12-06 00:00:00,2023-12-06 01:00:00,104.45,Switzerland,0.10445,0,2023-12-06,Wednesday
2023-12-06 01:00:00,2023-12-06 02:00:00,100.41,Switzerland,0.10041,1,2023-12-06,Wednesday
2023-12-06 02:00:00,2023-12-06 03:00:00,97.3,Switzerland,0.0973,2,2023-12-06,Wednesday
2023-12-06 03:00:00,2023-12-06 04:00:00,97.05,Switzerland,0.09705,3,2023-12-06,Wednesday
2023-12-06 04:00:00,2023-12-06 05:00:00,96.35,Switzerland,0.09634999999999999,4,2023-12-06,Wednesday
2023-12-06 05:00:00,2023-12-06 06:00:00,101.31,Switzerland,0.10131,5,2023-12-06,Wednesday
2023-12-06 06:00:00,2023-12-06 07:00:00,119.78,Switzerland,0.11978,6,2023-12-06,Wednesday
2023-12-06 07:00:00,2023-12-06 08:00:00,138.31,Switzerland,0.13831,7,2023-12-06,Wednesday
2023-12-06 08:00:00,2023-12-06 09:00:00,167.05,Switzerland,0.16705,8,2023-12-06,Wednesday
2023-12-06 09:00:00,2023-12-06 10:00:00,167.54,Switzerland,0.16754,9,2023-12-06,Wednesday
2023-12-06 10:00:00,2023-12-06 11:00:00,157.89,Switzerland,0.15788999999999997,10,2023-12-06,Wednesday
2023-12-06 11:00:00,2023-12-06 12:00:00,149.39,Switzerland,0.14939,11,2023-12-06,Wednesday
2023-12-06 12:00:00,2023-12-06 13:00:00,141.85,Switzerland,0.14185,12,2023-12-06,Wednesday
2023-12-06 13:00:00,2023-12-06 14:00:00,141.19,Switzerland,0.14119,13,2023-12-06,Wednesday
2023-12-06 14:00:00,2023-12-06 15:00:00,140.85,Switzerland,0.14085,14,2023-12-06,Wednesday
2023-12-06 15:00:00,2023-12-06 16:00:00,149.51,Switzerland,0.14951,15,2023-12-06,Wednesday
2023-12-06 16:00:00,2023-12-06 17:00:00,162.9,Switzerland,0.16290000000000002,16,2023-12-06,Wednesday
2023-12-06 17:00:00,2023-12-06 18:00:00,188.63,Switzerland,0.18863,17,2023-12-06,Wednesday
2023-12-06 18:00:00,2023-12-06 19:00:00,181.14,Switzerland,0.18114,18,2023-12-06,Wednesday
2023-12-06 19:00:00,2023-12-06 20:00:00,159.3,Switzerland,0.15930000000000002,19,2023-12-06,Wednesday
2023-12-06 20:00:00,2023-12-06 21:00:00,135.16,Switzerland,0.13516,20,2023-12-06,Wednesday
2023-12-06 21:00:00,2023-12-06 22:00:00,120.86,Switzerland,0.12086,21,2023-12-06,Wednesday
2023-12-06 22:00:00,2023-12-06 23:00:00,114.97,Switzerland,0.11497,22,2023-12-06,Wednesday
2023-12-06 23:00:00,2023-12-07 00:00:00,105.86,Switzerland,0.10586,23,2023-12-06,Wednesday
2023-12-07 00:00:00,2023-12-07 01:00:00,101.06,Switzerland,0.10106,0,2023-12-07,Thursday
2023-12-07 01:00:00,2023-12-07 02:00:00,98.24,Switzerland,0.09824,1,2023-12-07,Thursday
2023-12-07 02:00:00,2023-12-07 03:00:00,97.78,Switzerland,0.09778,2,2023-12-07,Thursday
2023-12-07 03:00:00,2023-12-07 04:00:00,97.25,Switzerland,0.09725,3,2023-12-07,Thursday
2023-12-07 04:00:00,2023-12-07 05:00:00,96.44,Switzerland,0.09644,4,2023-12-07,Thursday
2023-12-07 05:00:00,2023-12-07 06:00:00,105.65,Switzerland,0.10565000000000001,5,2023-12-07,Thursday
2023-12-07 06:00:00,2023-12-07 07:00:00,115.81,Switzerland,0.11581,6,2023-12-07,Thursday
2023-12-07 07:00:00,2023-12-07 08:00:00,131.76,Switzerland,0.13176,7,2023-12-07,Thursday
2023-12-07 08:00:00,2023-12-07 09:00:00,153.31,Switzerland,0.15331,8,2023-12-07,Thursday
2023-12-07 09:00:00,2023-12-07 10:00:00,143.83,Switzerland,0.14383,9,2023-12-07,Thursday
2023-12-07 10:00:00,2023-12-07 11:00:00,134.22,Switzerland,0.13422,10,2023-12-07,Thursday
2023-12-07 11:00:00,2023-12-07 12:00:00,132.28,Switzerland,0.13228,11,2023-12-07,Thursday
2023-12-07 12:00:00,2023-12-07 13:00:00,127.44,Switzerland,0.12744,12,2023-12-07,Thursday
2023-12-07 13:00:00,2023-12-07 14:00:00,123.96,Switzerland,0.12395999999999999,13,2023-12-07,Thursday
2023-12-07 14:00:00,2023-12-07 15:00:00,129.06,Switzerland,0.12906,14,2023-12-07,Thursday
2023-12-07 15:00:00,2023-12-07 16:00:00,130.61,Switzerland,0.13061,15,2023-12-07,Thursday
2023-12-07 16:00:00,2023-12-07 17:00:00,130.61,Switzerland,0.13061,16,2023-12-07,Thursday
2023-12-07 17:00:00,2023-12-07 18:00:00,129.44,Switzerland,0.12944,17,2023-12-07,Thursday
2023-12-07 18:00:00,2023-12-07 19:00:00,123.67,Switzerland,0.12367,18,2023-12-07,Thursday
