statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,0455;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,0874;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,0131;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,0548;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,0549;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,0554;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,0931;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,1158;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1574;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,0421;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,0547;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,0559;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0995;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,0502;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,1133;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,0768;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,0310;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,1204;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1226;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,0846;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0129;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,0317;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,1318;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,0454;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,0153;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,1312;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,0142;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,0542;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,1446;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,0524;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,0543;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,0729;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,1006;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0293;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,1381;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1132;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,1192;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0703;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,0208;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0099;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,0423;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,1052;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1101;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,0679;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,0439;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,0443;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1095;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,0349;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0375;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0966;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,0707;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0645;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1517;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-ID;2 000 bis unter 20 000 MWh;0,1177;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0502;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0236;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;;Insgesamt;0,0760;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0654;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1175;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,0304;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,1146;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0795;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,0137;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IF;70 000 bis unter 150 000 MWh;0,1306;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IB;20 bis unter 500 MWh;0,0577;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0072;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IG;150 000 MWh und mehr;0,0112;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1104;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,1116;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IC;500 bis unter 2 000 MWh;0,0414;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2024;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;KOS-NETZ;Netzkosten;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,0397;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;ENR-VTB;Energie und Vertrieb;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IE;20 000 bis unter 70 000 MWh;0,1369;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
61243;Durchschnittspreise für Strom und Gas;JAHR;Jahr;2025;DINSG;Deutschland insgesamt;DG;Deutschland;PREKO1;Preisbestandteile;STR-ABG-UML;Steuern, Abgaben und Umlagen;VBRST2;Strom-Jahresverbrauchsklassen Nicht-Haushalte;NHH-STR-IA;unter 20 MWh;0,1238;EUR/kWh;PRE061;Strompreise für Nicht-Haushalte;e
