TRIP_ID;ORIGINAL_TRIP_ID;START_STOP_ID;END_STOP_ID;depot;START_TIMESTAMP;END_TIMESTAMP
119;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;2340.0;6320.0
120;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;2940.0;6920.0
121;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;3540.0;7520.0
122;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;4140.0;8120.0
123;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;4740.0;8720.0
124;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;5340.0;9320.0
125;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;5940.0;9920.0
126;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;6540.0;10520.0
127;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;7140.0;11120.0
128;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;7740.0;11720.0
129;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;8340.0;12320.0
130;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;8940.0;12920.0
131;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;9540.0;13520.0
132;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;10140.0;14120.0
133;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;10740.0;14720.0
134;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;11340.0;15320.0
135;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;11940.0;15920.0
136;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;12540.0;16520.0
137;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;13140.0;17120.0
138;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;13740.0;17720.0
139;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;14340.0;18320.0
140;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;14940.0;18920.0
141;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;15540.0;19520.0
142;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;16140.0;20120.0
143;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;16740.0;20720.0
144;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;17340.0;21320.0
145;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;17940.0;21920.0
146;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;18540.0;22520.0
147;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;19140.0;23120.0
148;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;19740.0;23720.0
149;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;20340.0;24320.0
150;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;20940.0;24920.0
151;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;21540.0;25520.0
152;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;22140.0;26120.0
153;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;22740.0;26720.0
154;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;23340.0;27320.0
155;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;23940.0;27920.0
156;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;24540.0;28520.0
157;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;25140.0;29120.0
158;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;25740.0;29720.0
159;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;26340.0;30320.0
160;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;26940.0;30920.0
161;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;27540.0;31520.0
162;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;28140.0;32120.0
163;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;28740.0;32720.0
164;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;29340.0;33320.0
165;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;29940.0;33920.0
166;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;30540.0;34520.0
167;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;31140.0;35120.0
168;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;31740.0;35720.0
169;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;32340.0;36320.0
170;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;32940.0;36920.0
171;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;33540.0;37520.0
172;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;34140.0;38120.0
173;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;34740.0;38720.0
174;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;35340.0;39320.0
175;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;35940.0;39920.0
176;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;36540.0;40520.0
177;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;37140.0;41120.0
178;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;37740.0;41720.0
179;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;38340.0;42320.0
180;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;38940.0;42920.0
181;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;39540.0;43520.0
182;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;40140.0;44120.0
183;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;40740.0;44720.0
184;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;41340.0;45320.0
185;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;41940.0;45920.0
186;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;42540.0;46520.0
187;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;43140.0;47120.0
188;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;43740.0;47720.0
189;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;44340.0;48320.0
190;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;44940.0;48920.0
191;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;45540.0;49520.0
192;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;46140.0;50120.0
193;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;46740.0;50720.0
194;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;47340.0;51320.0
195;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;47940.0;51920.0
196;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;48540.0;52520.0
197;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;49140.0;53120.0
198;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;49740.0;53720.0
199;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;50340.0;54320.0
200;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;50940.0;54920.0
201;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;51540.0;55520.0
202;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;52140.0;56120.0
203;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;52740.0;56720.0
204;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;53340.0;57320.0
205;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;53940.0;57920.0
206;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;54540.0;58520.0
207;101_9646;agg_9633_48_11946_43_11949_0_9646_0;9646_49;Cicerostraße;55140.0;59120.0
