station_id,peak_power,raw_solar_data,scaled_solar_data
cs_agg_10437_0_11755_0_12113_0_10437_1_11755_1_12113_1_11941_24,68,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.698966, 20.603163, 52.4114, 110.255974, 245.81876, 63.69337, 84.55624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 591.5296880000001, 1401.015084, 3563.9752, 7497.406231999999, 16715.67568, 4331.14916, 5749.82432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_10661_0_10064_29_10663_31_10066_0,25,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.046948, 20.929518, 56.643925, 123.995705, 168.60246, 59.79292, 76.298706, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 301.1737, 523.2379500000001, 1416.098125, 3099.892625, 4215.0615, 1494.823, 1907.4676499999998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_10671_36_11882_47_11989_25,375,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.756682, 22.390644, 79.841446, 171.37436, 153.66136, 66.336655, 57.443844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4783.75575, 8396.4915, 29940.542250000002, 64265.385, 57623.01, 24876.245624999996, 21541.4415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_10804_21_10804_22_11538_46_11538_47_10481_5,25,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.869179, 20.257572, 60.282288, 114.114296, 196.1456, 93.74713, 83.12906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 221.729475, 506.4393, 1507.0572, 2852.8574, 4903.64, 2343.67825, 2078.2264999999998, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_10959_0_10956_24_12115_27_12434_14_11773_6_10959_1_11776_10_12113_22_12422_21,62,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.432645, 16.532045, 42.183537, 117.55911, 249.49632, 130.57642, 86.93038, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 522.8239900000001, 1024.98679, 2615.3792940000003, 7288.66482, 15468.77184, 8095.738040000001, 5389.68356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_10965_0_10970_27,37,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.703488, 20.613468, 52.436707, 110.26928, 245.64018, 63.706596, 84.4607, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 322.029056, 762.6983160000001, 1940.1581589999998, 4079.9633599999997, 9088.68666, 2357.144052, 3125.0459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_10994_0_10980_36,25,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.70176, 20.60953, 52.427044, 110.25958, 245.67995, 63.70014, 84.48663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 217.544, 515.23825, 1310.6761000000001, 2756.4895, 6141.99875, 1592.5035, 2112.16575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11039_11_11037_0_12607_19_12605_0_11037_1_12605_1_12497_20_12499_0_12499_1,50,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.860124, 20.237623, 60.22528, 114.10356, 195.48587, 93.80737, 83.37475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 443.00620000000004, 1011.8811499999999, 3011.264, 5705.178, 9774.2935, 4690.3685000000005, 4168.7375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11065_20_11067_0_9852_0_9844_45,50,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.596252, 18.332205, 149.59612, 220.44098, 231.7266, 97.23523, 63.61499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 579.8126, 916.61025, 7479.8060000000005, 11022.048999999999, 11586.33, 4861.7615000000005, 3180.7495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11475_0_11467_26_11475_1,25,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.407175, 16.478094, 42.054764, 116.579865, 249.33487, 130.04411, 87.379486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 210.17937500000002, 411.95234999999997, 1051.3691, 2914.4966249999998, 6233.37175, 3251.1027499999996, 2184.48715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11475_27_10487_39_10481_0_11467_0,25,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.86761, 20.254118, 60.272423, 114.12363, 196.21022, 93.75662, 83.15021, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 221.69025000000002, 506.35294999999996, 1506.810575, 2853.0907500000003, 4905.2555, 2343.9155, 2078.75525, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11518_0_11838_49_11845_0_11523_30,283,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.570727, 21.002672, 63.69345, 113.31121, 294.73688, 87.261894, 49.75331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2425.5157409999997, 5943.756176, 18025.24635, 32067.07243, 83410.53704, 24695.116002, 14080.18673, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11518_32_11523_0,12,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.043474, 20.923624, 56.62858, 124.0262, 168.73122, 59.786537, 76.42022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 144.52168799999998, 251.083488, 679.54296, 1488.3144, 2024.77464, 717.438444, 917.04264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11538_0_11530_46,31,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.827853, 18.718132, 45.348415, 118.97426, 264.8425, 129.63118, 57.329853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 242.663443, 580.262092, 1405.8008650000002, 3688.20206, 8210.117499999998, 4018.56658, 1777.225443, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11643_41_11697_35_10630_17_12477_32_10808_22_9722_19_11978_23_9737_25_11665_39,593,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.861017, 20.23959, 60.2309, 114.10819, 195.52376, 93.8326, 83.45173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5254.583081, 12002.076869999999, 35716.9237, 67666.15667, 115945.58968, 55642.7318, 49486.875889999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11679_0_11683_37_11679_1,21,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.249181, 17.902903, 53.64827, 81.62511, 225.87445, 57.247425, 98.10012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 257.232801, 375.960963, 1126.61367, 1714.12731, 4743.36345, 1202.195925, 2060.10252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11679_36_11683_0,25,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.687429, 20.586336, 52.37539, 109.49729, 245.58336, 62.929146, 84.9738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 217.185725, 514.6584, 1309.3847500000002, 2737.4322500000003, 6139.584, 1573.22865, 2124.345, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11800_0_11164_0_11804_22_11166_22,18,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.703488, 20.613468, 52.436707, 110.26928, 245.64018, 63.706596, 84.4607, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 156.662784, 371.04242400000004, 943.860726, 1984.8470399999999, 4421.5232399999995, 1146.718728, 1520.2926, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11967_0_11967_1_11963_44_10695_33_10705_0_10705_1,18,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.3534975, 17.782633, 137.02342, 185.69765, 231.98631, 108.21799, 76.24092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 186.362955, 320.087394, 2466.4215599999998, 3342.5577000000003, 4175.7535800000005, 1947.92382, 1372.33656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_11968_0_9873_0,31,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.754797, 22.387411, 79.816185, 171.20383, 153.51547, 66.31163, 57.371124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 395.398707, 694.009741, 2474.301735, 5307.31873, 4758.9795699999995, 2055.6605299999997, 1778.504844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_12113_47_12561_34_12556_9,43,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.822216, 18.084217, 47.421726, 142.15065, 285.32074, 165.51561, 87.3063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 379.355288, 777.6213309999999, 2039.134218, 6112.47795, 12268.79182, 7117.171230000001, 3754.1708999999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_12472_23_9836_31_9897_34_11923_50_11973_33_12043_1_9852_20,18,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.909456, 20.327185, 68.77409, 120.2856, 199.59001, 81.94286, 76.64342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 160.37020800000002, 365.88933, 1237.93362, 2165.1408, 3592.62018, 1474.97148, 1379.58156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_12763_36_12771_0,50,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.469321, 19.38806, 59.30848, 117.500374, 292.7359, 118.35581, 49.796127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 423.46605000000005, 969.403, 2965.424, 5875.0187, 14636.795, 5917.7905, 2489.80635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_12788_0_12763_0_12771_36,31,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.697834, 20.600576, 52.40507, 110.27345, 246.02008, 63.69964, 84.66343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 269.632854, 638.617856, 1624.55717, 3418.4769499999998, 7626.62248, 1974.68884, 2624.56633, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_9633_48_11946_43_11949_0_9646_0,12,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.374934, 17.737638, 52.423256, 87.31613, 245.98273, 83.60847, 84.58516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 112.499208, 212.851656, 629.079072, 1047.79356, 2951.7927600000003, 1003.3016399999999, 1015.02192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_9777_31_9773_0,31,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.251223, 17.905842, 53.656708, 81.63089, 225.71037, 57.24923, 97.94234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 379.787913, 555.081102, 1663.357948, 2530.55759, 6997.021470000001, 1774.72613, 3036.21254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_9828_32_10099_29_10103_28_10109_0_10789_24_11082_0_10785_0_10691_0_11085_17_10094_0_10683_32_9836_0,81,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.682039, 20.574047, 52.34522, 109.51412, 245.96278, 62.920853, 85.12014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 703.245159, 1666.497807, 4239.96282, 8870.64372, 19922.98518, 5096.5890930000005, 6894.73134, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_9852_46_9844_0,133,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.649349, 21.161787, 77.50633, 148.50108, 170.67624, 89.04538, 75.70624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1283.363417, 2814.517671, 10308.341890000002, 19750.643640000002, 22699.93992, 11843.035539999999, 10068.929919999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
cs_agg_9897_0_9973_34_9889_51_9963_0,25,"{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.471603, 23.761932, 127.5409, 159.43172, 107.86537, 44.743607, 32.52606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}","{'power': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 536.790075, 594.0483, 3188.5225, 3985.793, 2696.63425, 1118.5901749999998, 813.1515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}"
