station_id,peak_power,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400,90000,93600,97200,100800,104400
cd_muellerstrasse_01,6289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7509575,52.74181,98.6056,200.67216,363.46353,356.5625,422.72745,465.67914,745.2975,683.7056,570.37976,257.01236,24.35428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cd_cicerostrasse_01,5500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.343913,56.041107,119.80511,223.31204,292.2723,390.8841,351.59137,443.9727,742.39197,688.10785,549.20575,201.0717,20.156273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_11658_39,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.199763,58.41318,133.47585,222.03091,254.2153,375.13602,392.82724,585.58026,733.6646,664.00476,550.5828,336.79208,12.29327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_12422_0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.147296,47.83054,113.00784,222.55566,349.34546,280.3784,487.57675,581.67285,734.78845,688.89935,582.0877,308.5208,78.67168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_9646_49,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.074026,57.12492,110.42489,205.80603,315.14407,358.77252,388.86734,536.2409,738.4022,693.18994,566.21674,206.40358,89.816635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_9873_50,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.362508,56.819126,119.85603,223.5737,292.5039,391.1973,351.71616,444.191,741.4415,686.91296,548.2737,198.78912,20.158028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10045_25_11089_9_12475_23,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.167549,48.277405,96.42852,206.01802,367.54236,251.84053,523.6989,411.07855,771.3938,706.72284,556.2248,148.27939,5.154874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10115_0_9908_0_12037_0_9922_53_10818_33_10120_37_12038_12_9929_11_9931_0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.764309,49.7525,112.5487,214.24872,351.08878,373.22913,371.70624,465.5762,744.8296,689.8602,565.0402,263.87183,11.053563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10142_44_10136_0_9897_50_9889_0,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.823114,53.015545,108.23878,191.36206,314.37085,336.0719,355.12155,519.103,758.5406,701.69684,611.4318,304.93442,28.79154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10258_1_10221_30_10312_0_10312_1_12434_0_12422_35_10315_28_10882_1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.176603,59.065254,142.43944,191.20897,234.5419,394.50098,440.774,617.1701,725.2627,704.8696,583.6455,461.93295,37.265316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10437_0_11755_0_12113_0_10437_1_11755_1_12113_1_11941_24,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.346357,56.05013,119.82631,223.3582,292.30084,390.87766,351.5769,443.93668,742.2335,688.0056,549.204,201.12793,20.159674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10661_0_10064_29_10663_31_10066_0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.234758,57.130196,105.8865,197.5752,340.18448,274.1233,388.564,519.5105,742.88306,700.0308,566.5601,223.41154,67.98201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10671_36_11882_47_11989_25,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.873823,58.966892,91.10632,182.48769,352.92273,308.0513,420.91745,390.25867,749.2434,679.04395,567.1342,211.65953,30.264465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10804_21_10804_22_11538_46_11538_47_10481_5,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.36478,57.146656,110.46637,205.87416,315.18204,358.77655,389.67715,536.72815,737.82184,693.62836,566.9619,206.11647,90.52818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10959_0_10956_24_12115_27_12434_14_11773_6_10959_1_11776_10_12113_22_12422_21,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.475887,58.766514,116.74563,244.85039,294.18198,337.13947,350.18185,532.30914,737.5631,673.695,569.10205,309.86105,15.819848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10965_0_10970_27,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.349595,56.062073,119.85113,223.39285,292.33017,390.877,351.60138,443.90283,742.0187,687.7944,549.0317,201.09756,20.164173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs_agg_10994_0_10980_36,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34695,56.0523,119.82997,223.35115,292.2901,390.84772,351.5684,443.89807,742.10944,687.89716,549.1257,201.1138,20.160492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
